,Y
4245,1
4388,0
3216,0
4732,1
15482,0
12742,1
666,0
1120,0
7638,0
14855,1
9091,1
15613,0
1393,0
2684,0
16768,0
11742,0
10809,0
4141,0
13765,0
4200,0
12297,0
10510,0
697,0
5451,0
14384,1
7013,1
9266,0
1562,1
5728,0
6669,1
12369,0
3428,1
16707,1
9315,1
14407,0
9753,0
5536,0
13448,1
14109,0
10142,0
2143,0
11492,1
9627,1
57,1
12927,1
3365,0
15724,0
9256,0
16311,0
10621,1
11478,1
1548,0
5854,0
11668,0
6168,0
17955,0
1009,1
13926,0
5672,1
16097,0
6314,1
4059,0
5318,0
6385,0
11646,1
4397,0
10356,0
12663,0
6467,1
10367,0
115,0
4614,1
15173,0
2899,1
7379,0
4290,0
4716,0
8208,1
4998,1
11985,0
3545,0
13850,0
875,0
1903,1
15084,1
5949,1
12688,1
9144,1
2718,1
13543,1
604,0
12917,1
708,1
16838,0
7008,0
3665,0
8218,0
13917,0
13649,1
7214,1
350,0
9873,0
10727,0
9438,0
1480,0
8870,1
10616,1
2440,0
7462,0
6868,1
16426,0
13878,1
13778,1
4082,1
17297,0
8589,1
8742,1
13472,1
17196,1
8881,0
1518,1
3789,1
6668,1
16537,1
3318,0
8785,0
8188,0
8890,0
1653,0
9781,0
7773,0
12356,1
6564,0
9695,0
7291,1
9466,0
10293,0
15091,1
7087,0
11997,1
12682,1
5232,1
10443,0
17688,0
6709,1
2278,1
2464,1
7705,0
15942,0
1305,0
17716,1
16888,0
9006,1
17912,0
2467,0
4177,1
5525,0
16258,0
15439,1
5509,0
6000,0
14238,0
6549,0
14602,0
5238,0
4626,1
7771,0
17330,1
2738,1
1954,0
3631,1
13273,0
13467,1
5410,1
5319,1
704,0
3065,1
17739,1
3935,0
14074,1
12000,0
7521,0
11055,1
6050,1
12679,0
14462,1
5303,0
551,0
2109,0
16675,0
3632,0
12708,0
5942,0
1677,0
13619,0
14809,1
5447,1
4519,0
15359,0
3402,1
17949,1
8246,0
9376,1
17894,1
17296,1
4401,0
9471,1
16632,1
9424,0
3594,0
9241,0
1289,1
3403,1
639,1
17771,1
549,1
9502,0
3140,0
17772,0
652,0
10634,0
12969,0
4779,0
8704,1
1459,1
11005,1
3431,0
10390,1
4186,0
134,0
9115,0
7926,0
7885,1
12831,1
3788,1
4083,0
2289,0
9937,1
13760,1
16859,1
6348,0
13772,1
14105,1
11028,1
8339,0
547,1
15224,0
122,1
11280,1
3664,1
3778,1
8883,0
10572,0
9163,1
5166,1
7541,0
8514,0
7407,1
1950,0
8856,1
8160,1
613,1
14814,1
5205,0
6009,1
5113,1
11751,0
6895,0
1957,1
11379,0
8181,0
3322,1
147,0
6886,1
15558,1
3503,1
16122,1
8728,0
13545,1
14167,1
8060,1
5567,0
6271,1
13122,1
17546,1
3773,0
14017,1
17355,1
4073,0
1311,0
9176,0
17862,1
13426,0
7366,1
3732,0
4453,1
11391,0
1188,0
17014,1
6033,1
14589,0
13163,0
3785,0
7732,1
7002,1
587,1
16061,1
15529,1
17745,1
1478,1
7183,0
5327,1
15521,0
14631,0
3694,1
8099,1
2258,1
16762,0
12561,0
11067,0
13070,1
4149,0
4868,0
2967,0
5297,1
12930,1
15409,0
1099,0
9863,1
4060,1
11779,0
13279,0
11106,1
3539,1
1832,0
9661,1
2522,0
8639,1
3593,1
11982,1
9761,1
7912,0
1820,1
10569,0
8630,1
16556,0
10429,0
16790,0
5538,1
12454,1
1881,1
6691,1
11093,1
8194,0
14904,0
9114,0
9489,0
10927,0
7414,0
11228,0
5922,0
6442,0
11644,0
5671,0
11149,0
7969,0
4407,0
1661,1
5058,0
4451,0
15279,0
14126,0
2904,0
5156,1
4446,1
4928,0
3091,1
2368,0
11042,1
17400,0
14791,0
9927,0
14611,0
4227,0
4055,1
6096,0
5103,0
15468,1
3630,0
14703,1
946,1
738,0
475,0
3430,0
14237,1
8753,0
8002,1
3986,0
8515,0
7091,1
7543,0
3521,0
8025,0
5515,0
7964,1
9673,0
15940,0
6406,1
7137,0
10892,1
15477,0
6228,1
15974,1
12642,1
8404,1
13361,0
10223,0
3319,1
5354,1
13435,0
6714,0
15951,1
13993,0
11664,1
10014,0
11933,0
15835,0
4315,1
2733,1
16196,1
1742,1
15827,1
15935,0
3116,0
7263,0
70,0
5532,0
10353,1
9088,1
14208,1
4527,0
4645,0
7009,0
7064,0
7533,0
17647,0
8930,0
363,1
11530,0
13352,0
10831,0
12082,1
3628,0
4071,0
12337,0
9046,1
15278,0
16246,1
10189,0
2349,1
2742,1
10652,1
1731,1
16989,1
405,0
615,0
17308,0
9817,0
15073,0
15691,1
16439,1
11781,1
13079,0
11624,1
17029,0
11690,1
15621,1
10383,0
9048,0
2915,0
3223,0
13230,1
1754,0
12744,0
69,1
16752,0
16490,1
1183,0
12651,1
14371,0
1304,1
11353,1
3970,1
11753,1
13720,0
12111,0
3066,0
14190,1
2326,1
1663,0
5904,0
17085,0
4615,0
14897,0
135,0
8738,0
880,1
16107,0
11983,0
6393,0
152,1
120,0
16055,1
16459,0
12189,1
3373,0
13069,1
12630,0
16800,0
7789,1
9154,1
6925,0
12985,0
13376,0
11377,1
11021,1
6953,1
16806,0
1018,1
14024,0
17781,0
14539,1
13213,0
11592,0
4851,0
13064,1
16803,1
15415,0
16608,1
3620,1
6034,1
9568,0
13266,1
4799,0
3582,0
12954,0
2578,0
17712,1
4287,1
2897,0
17755,1
9628,0
1477,1
1163,1
138,1
17026,1
4248,1
9459,0
10592,0
9195,1
11747,0
2274,1
14001,1
2268,1
7076,0
5777,1
15453,0
3469,1
15670,1
2631,1
17604,0
14723,0
9872,0
14211,1
13784,0
11523,0
3317,0
5412,1
13605,1
8990,1
14742,1
2952,1
1006,1
4623,1
13177,0
4020,1
2604,1
5693,0
6639,0
11061,0
3356,1
3635,1
15647,1
4280,0
13337,0
11503,1
2538,1
12245,1
3904,1
10747,0
10077,0
10884,1
16050,0
6133,0
12386,1
9961,0
4337,0
8,0
16117,1
12464,1
12131,1
560,0
4206,1
3823,0
253,1
12322,1
9620,0
8307,1
15531,0
14601,0
10320,1
12433,0
6893,1
8840,1
1859,0
15788,1
1338,0
5555,1
2384,0
16499,0
4225,0
3097,1
16540,1
9187,0
1200,0
10677,0
10420,1
1529,1
828,1
6675,1
13131,0
1444,1
3869,1
17204,1
2198,0
13769,1
5585,0
14183,0
13094,1
16947,0
10671,0
6805,0
1698,0
10435,0
1302,1
2183,0
4092,0
14172,1
3531,0
2004,0
8964,1
7041,1
16527,0
8807,0
10525,0
11281,0
16095,1
15275,0
11025,1
17880,0
3585,1
17017,1
9611,0
16925,1
5342,0
1877,0
17796,0
10949,0
17125,0
15292,0
6353,0
10308,1
11962,1
606,1
6239,0
11382,0
2662,0
4678,1
17298,1
15517,0
6005,0
16193,0
13421,1
3839,0
3687,1
17541,0
11757,0
1765,1
13075,1
17534,1
1745,1
15560,1
13201,1
12286,1
11248,0
6013,0
8828,0
17436,0
4694,0
17448,0
2732,0
2362,0
10952,0
4976,0
9307,0
9788,0
5730,1
11101,0
11200,0
6962,1
12419,1
14265,0
12516,1
3305,1
17417,1
1900,1
13205,0
10339,0
11432,0
4153,0
1071,0
1509,1
6784,0
12051,0
4498,1
17793,1
16582,0
15436,0
4587,0
11223,1
12177,1
14636,0
5171,0
5519,0
14026,0
589,1
390,1
12799,1
10637,1
14195,1
17165,0
8658,0
681,1
4327,0
6905,0
13902,1
13849,0
6101,1
16513,1
6604,0
8848,0
2591,0
3959,1
10823,1
12757,0
12379,0
5306,1
9842,1
1783,0
12763,0
12119,0
1027,1
11671,0
9339,0
14114,0
11549,1
12173,0
2271,1
140,1
9429,1
6117,1
5281,1
1885,0
3410,0
12066,0
10521,0
10750,1
12366,0
1803,0
7260,1
9511,0
3634,1
33,0
16805,0
15829,0
9895,0
7175,1
14412,0
9683,0
6319,0
6779,1
13505,0
8041,1
16518,0
5065,0
17841,0
9445,0
2985,0
525,1
4837,1
7136,1
11420,0
9127,1
16111,0
1209,0
3880,1
12357,1
13409,1
5381,0
12697,1
8398,1
8974,0
15641,1
2601,1
101,0
9016,1
10673,0
15340,1
5145,0
7709,0
11910,0
10412,0
13156,0
17226,1
6023,0
4201,1
11879,1
4593,1
2462,0
11427,0
11972,1
4565,0
14994,0
4398,1
917,0
17860,1
3056,0
6982,0
9027,0
7879,1
15574,1
10176,0
7346,0
182,0
10570,1
9766,0
17538,1
8843,1
5550,0
10975,0
8827,1
39,0
5355,0
16992,0
396,1
219,0
7605,0
16423,0
2303,0
290,0
3671,0
9183,1
7373,1
5907,1
11518,1
7820,1
984,0
4789,1
9233,0
16194,0
16207,0
14122,0
17919,1
17228,1
17645,1
5629,1
7937,1
14807,1
7690,1
12925,0
12869,0
16960,1
4578,1
3842,1
4554,0
12536,1
11316,0
13532,0
17131,1
6300,1
2413,0
4715,1
8560,0
7656,0
15722,1
11403,0
7059,1
14766,1
4576,1
14708,0
17140,0
2320,1
6054,0
2167,1
11497,1
9984,1
15723,1
7832,1
17081,0
13837,0
6288,0
10238,0
17335,0
914,1
3153,1
10400,0
1040,0
13304,1
11099,0
3850,0
4322,1
4748,1
14606,1
16804,1
5009,0
10685,0
15221,1
6053,1
11092,0
1112,0
7306,0
857,1
15460,0
592,1
4057,0
13997,0
6261,0
9629,0
5112,0
14166,0
1431,1
15902,1
15376,1
2766,1
10600,1
11586,1
11959,0
14595,0
10396,1
7985,1
8022,0
9461,0
12391,1
3100,0
15837,1
4960,0
13453,1
1430,1
3434,0
3898,0
7312,0
11451,1
4493,0
6030,1
3650,0
15883,0
5203,0
9955,0
9271,1
16361,1
5804,0
13182,1
376,1
99,1
9356,0
5288,0
10912,0
17873,1
5689,0
5601,0
1361,1
17644,0
2403,1
13224,0
14505,1
9660,1
744,1
790,1
8636,1
7317,1
469,1
12615,0
13302,0
12943,1
2747,1
7036,0
2428,0
3053,1
8648,1
8386,1
10274,1
7612,1
2570,1
8854,0
12411,1
2293,0
11564,0
9150,0
4403,1
701,1
10552,1
1371,0
16113,0
8909,0
8955,0
5856,0
10305,1
467,1
12626,0
6486,0
14364,1
13217,1
3553,0
6444,0
7532,0
15445,0
9989,0
4582,0
10607,0
2442,0
15452,1
17506,0
17112,0
16331,1
199,1
2369,1
11551,0
225,1
13016,1
4543,0
2375,0
6304,1
6864,1
11583,1
13986,0
9867,1
2872,1
8154,0
8172,0
10107,0
5324,0
12837,0
15041,1
13483,1
10026,0
12899,0
13903,1
10509,0
14546,0
14368,0
12906,1
249,1
9025,0
16658,0
9892,0
10630,1
16858,1
12983,1
14829,0
3088,1
13937,1
6165,1
3330,0
10860,0
12534,0
5273,1
5793,0
16460,1
2156,1
9862,1
6462,0
7869,0
6646,0
1492,1
16299,0
7754,1
10886,1
12890,1
13852,1
14724,1
11750,0
13975,1
10726,0
9011,1
13998,0
17463,1
2630,0
12573,0
98,0
5347,1
2461,0
2262,0
11331,0
7547,1
1104,1
144,0
9669,0
1076,1
11852,0
6587,0
117,0
8810,1
8714,0
4101,1
512,1
6432,0
3938,0
14853,0
1928,0
14168,0
16240,0
1764,1
12848,1
2994,0
126,0
10756,1
5061,1
10024,0
14851,0
8503,0
8315,0
9913,1
9631,0
4585,1
6919,1
2332,1
7746,1
11020,0
5472,1
2848,1
1695,1
5600,1
12255,0
8950,0
17889,0
17415,1
1452,1
5579,1
16181,1
2166,1
10332,0
5477,0
14464,1
11537,1
719,0
2726,0
4647,0
13144,1
10264,1
4325,0
16639,1
8526,0
1057,1
12252,1
13906,1
9498,0
1148,0
2083,1
834,0
5249,1
10157,1
5091,1
937,0
11047,1
698,1
11419,0
15718,1
15280,1
16788,1
5100,0
5666,1
4017,1
449,1
7284,0
3008,1
3121,0
2432,1
11389,0
10205,0
14441,1
3074,1
13445,0
11706,1
2641,0
3873,1
11601,1
5926,0
6364,1
2427,0
12201,1
10924,0
9710,1
12676,1
10547,1
11371,1
6999,0
4046,0
2517,0
11134,1
12666,0
6998,1
17002,0
7684,0
7511,0
6166,0
4215,0
3472,0
2855,1
11859,1
17929,1
4950,1
12409,1
6882,1
202,0
17731,1
17719,1
1715,1
16813,1
7066,0
4938,1
13529,1
13085,1
11446,0
16104,0
16924,0
15676,0
7417,1
14044,1
17625,1
3853,1
2917,1
3240,0
2454,0
576,0
14840,0
6807,1
6408,1
9527,0
9721,1
10940,1
2482,0
10262,1
6898,0
2506,1
8124,0
14940,1
16328,0
3699,0
17682,0
10729,0
6092,0
16669,0
11875,0
10835,0
10595,1
8831,0
7120,1
14250,1
8805,0
15630,0
2752,0
12885,1
1457,1
14096,1
14281,0
9169,0
6407,0
5692,0
9333,0
8140,0
4331,1
12292,0
58,0
16019,0
6404,0
5122,0
15973,0
8360,1
7708,0
3459,0
1100,0
11580,0
17931,0
7069,0
1974,1
13863,1
15061,1
2784,0
8656,0
9058,0
6928,1
1111,1
2075,0
15772,0
538,1
13019,1
11754,0
9126,1
14165,0
11116,1
11520,0
7352,0
8261,0
10574,1
7699,0
234,1
3787,1
1713,1
9384,0
15523,0
11826,0
13897,1
8499,1
3114,0
3210,1
7615,0
13375,1
12380,1
4405,1
5580,1
5202,0
7939,1
14423,0
7546,1
7717,0
8820,1
14646,0
5523,1
1760,0
2364,1
14376,1
8591,0
1870,0
17856,0
5325,1
6420,1
8882,1
14902,0
6891,1
8356,1
2345,1
13423,1
11356,1
14800,1
14396,0
584,0
14323,1
13334,1
16576,1
5503,0
4430,1
13987,1
294,0
3564,0
15785,1
12240,1
5448,1
8136,0
8338,1
1601,1
8504,1
5227,0
14099,0
3708,1
17342,1
15705,0
9348,1
9742,0
9379,1
17240,1
5379,0
7242,1
1082,0
10478,1
3875,1
11881,0
10997,1
5806,1
7601,0
3769,0
15438,0
4933,0
14413,0
9374,0
1105,1
11380,1
7436,1
10494,1
12364,0
16491,1
6595,1
10556,1
3700,0
7252,0
9509,1
7328,0
6581,0
8227,1
12402,0
9341,1
6879,0
14938,0
10549,1
16238,0
11734,1
16569,0
14868,0
4402,1
7596,1
6945,0
11447,1
11528,0
3282,0
627,1
12902,1
6029,1
14693,0
16212,1
8943,1
5598,0
12260,1
11453,0
13686,1
8388,0
1781,0
14509,0
4665,0
11203,1
9836,1
10959,1
16895,1
10848,0
2943,1
10760,0
17498,0
7834,1
2555,1
710,1
2528,1
17348,1
5686,1
4261,1
4396,1
12423,0
17732,0
7332,0
10312,0
17168,0
15606,1
16741,0
12079,1
1460,1
4760,1
17741,0
2453,1
7487,1
9952,1
5623,1
9342,1
8030,0
8912,1
7927,0
14784,0
9838,0
12065,0
13633,1
14272,0
16296,1
17234,1
3178,0
717,0
7496,1
2215,0
8301,0
17954,1
11279,0
11173,0
13369,1
13880,0
15281,1
10349,0
1693,0
15754,0
1316,0
965,1
9003,0
7920,1
1992,1
15717,0
3486,0
15780,0
12585,1
17553,1
2165,1
17551,0
14083,0
4243,1
6351,0
11820,0
6992,1
1937,1
10138,1
490,0
15021,0
6465,1
5146,0
11662,0
5160,0
3692,0
16412,1
3152,1
15290,1
6910,0
16589,1
9134,1
7393,1
5701,1
16750,1
14883,1
8113,1
13092,0
441,0
9688,1
17487,1
4703,0
10442,0
14687,0
8771,1
12228,1
9064,1
1590,1
4738,0
7316,0
14334,1
6303,1
17261,0
4895,0
5386,0
15672,0
3048,0
13894,1
11221,0
12023,1
4371,0
8089,1
13161,0
4032,0
10395,1
14692,1
7245,0
9208,1
4087,0
9259,0
16933,0
13758,1
764,0
11135,1
17468,0
5479,1
7357,0
1671,0
15457,0
7147,1
11975,1
9882,0
9614,0
9010,0
4422,0
16943,1
7088,0
3396,1
11992,0
12814,1
11176,0
7320,0
14932,0
7608,1
17317,1
16029,0
2096,1
3096,0
4734,0
86,0
15294,0
13263,1
1690,0
4335,0
536,0
6310,0
14798,1
3362,0
133,1
16627,1
3378,0
5068,1
2227,1
4949,0
22,0
11543,0
17969,0
3555,1
17700,0
14328,0
1301,1
9763,1
13841,1
10459,1
6854,0
10166,0
4323,0
6700,1
11736,0
3454,1
7461,0
8120,1
12361,1
6010,0
10068,1
13434,1
5849,0
6808,1
17034,0
447,1
15967,1
5469,1
10988,1
8447,0
17244,0
567,0
17385,0
896,1
4718,1
1407,0
13133,0
5901,1
3857,0
6959,1
16406,1
1313,1
3168,0
13709,1
9012,1
16302,1
11884,0
8880,0
5269,0
3576,0
14661,1
2613,1
9699,0
8174,1
14273,1
13958,0
1189,0
13666,0
7443,1
14833,1
2054,1
10709,1
5006,1
15904,1
8119,0
1504,1
3864,0
16355,1
17805,1
4930,0
4523,0
947,0
4510,1
17964,0
1315,0
143,1
17052,0
4019,0
11240,1
17951,0
13332,1
1956,1
982,1
1098,0
3278,0
14700,0
7491,0
11878,0
17395,1
17197,1
2318,1
7460,0
5512,0
5408,0
17406,0
5326,0
8797,1
16167,0
8383,0
17360,0
5233,1
10457,1
16269,0
5493,1
10127,0
1743,0
4284,0
9780,1
4081,0
3327,0
11856,0
16043,1
13412,1
5847,1
11786,1
12601,0
1323,1
5680,0
825,0
11341,1
11917,1
16118,1
15766,0
15197,1
13639,0
786,0
2690,0
14449,0
4813,1
8960,1
6153,0
10049,1
7192,1
3574,0
5590,1
799,1
17484,1
4667,1
4345,0
11369,1
15339,0
9078,1
3648,1
4668,0
2459,1
17668,0
4158,1
261,1
3980,0
5745,1
12710,0
13058,0
12613,1
10118,1
5972,0
6746,1
1124,0
7691,0
5095,1
8521,0
8008,1
4362,1
2888,1
7181,1
10844,0
5350,0
4867,1
14499,0
16348,0
489,1
10706,0
14612,0
228,0
5813,1
4778,1
15899,1
4116,1
1995,0
7098,1
4474,1
6512,0
7062,0
5378,1
8891,0
17754,1
13642,1
7197,1
16904,0
12417,0
11812,0
12241,1
13560,0
7984,1
12059,1
1348,1
17680,1
9077,0
2933,1
7449,0
8403,0
484,1
3203,1
6816,1
10355,0
12507,1
11290,0
17710,0
14488,0
8144,0
14320,0
13508,0
5125,0
14869,0
10857,0
12410,0
7510,0
13690,1
767,0
17083,1
3848,1
742,0
5665,1
10515,1
986,0
3273,1
6269,0
16583,0
4529,0
14263,0
180,0
7630,1
17439,1
5450,0
1700,0
13930,0
13178,1
721,0
435,1
4340,0
14557,1
15424,1
12584,0
5017,1
10329,0
11378,0
13791,1
11243,0
888,0
16434,0
14544,0
12818,1
11522,1
16629,1
11876,0
4757,1
9492,0
5391,0
808,1
3954,1
8970,1
10843,1
13790,1
8402,0
14006,1
6525,0
10245,0
15481,1
12527,1
9946,0
1751,0
768,1
4423,0
15985,1
11847,0
15076,0
12212,1
9399,1
14763,0
15789,1
1192,0
15499,0
9512,0
13199,0
12570,0
16333,0
11205,0
15746,1
7106,1
12192,0
13970,0
13708,1
3865,0
13953,1
9395,0
14650,1
6810,1
9419,1
16927,0
15483,0
11594,0
6504,0
5825,0
3492,1
11945,0
3729,0
1963,1
17801,0
9033,1
9200,0
2820,1
12030,0
15196,1
9574,0
6211,1
8571,0
10799,0
17257,1
12811,0
7481,0
9223,1
1481,1
3771,1
1893,0
7412,0
15581,0
17827,1
9069,1
10363,1
14846,0
11102,1
2594,0
5910,0
8726,1
7799,0
9382,1
10816,1
326,1
3315,1
7045,1
11895,0
6245,1
6171,0
9209,1
9185,0
5183,0
7837,0
17717,1
11679,0
6209,1
1141,1
12382,1
9293,1
5800,1
16515,1
4766,0
13081,0
815,0
17379,0
13116,0
325,0
4285,0
5407,1
4091,1
16919,0
5107,1
4103,0
5253,0
5256,1
13028,1
2328,1
12073,0
17679,1
5822,0
7517,1
13725,0
17310,0
3209,0
17774,1
7424,0
17822,1
10684,1
9920,1
9166,0
14467,0
11906,0
16545,0
10506,1
8664,1
11212,0
9145,0
2113,1
1678,1
5765,0
9734,0
9930,1
14915,1
7668,0
5372,0
8127,1
8332,1
14972,0
10703,1
82,0
6632,0
16325,1
4226,0
11311,0
9805,0
14498,1
11450,1
7745,0
6546,1
1794,0
13691,0
16918,1
12671,0
8657,1
4283,0
3822,0
5650,1
17319,1
15981,0
13527,1
7071,1
15371,1
4048,0
3334,1
13313,1
5047,1
3019,0
4063,0
1624,0
12903,1
3182,0
10134,1
15893,0
4656,1
5558,0
13636,0
6667,0
6813,1
4009,0
10966,0
8406,1
9525,1
16914,0
17036,0
13940,0
14337,1
246,1
11153,1
5473,0
11286,0
6417,0
2765,0
14603,0
4773,0
7235,0
306,0
13627,0
7101,0
15431,1
14232,0
12467,0
16026,0
3659,0
5237,1
14574,0
1585,1
13698,1
13425,0
460,1
15128,1
16635,1
13030,1
15633,0
898,1
12130,0
13646,1
16164,0
14780,0
12374,1
5937,1
9251,1
6098,0
4736,0
644,0
10474,0
7166,1
11966,1
12120,0
5737,0
11763,1
14405,1
933,0
993,0
14943,0
13221,1
5641,0
15868,0
6608,1
16364,0
12289,0
6762,0
3652,1
4822,1
13147,1
2926,1
8718,1
7168,1
15020,1
1714,0
17788,0
1960,0
10888,0
11035,0
11527,0
3686,0
5401,0
6580,0
4898,0
1532,1
8441,0
14662,1
7539,1
12787,0
8837,0
9021,1
11834,1
1176,0
5073,1
2906,1
6916,1
17183,0
9856,1
6519,1
5275,1
16845,0
14331,0
15491,1
408,0
15402,1
607,0
17573,1
3311,0
9720,1
9412,1
1852,1
8685,1
11462,0
2011,1
4486,0
16179,0
14451,1
12037,0
8052,0
398,1
10969,0
13626,1
1710,0
6947,1
9482,1
14191,0
16140,0
4330,0
4240,1
5612,1
1699,1
6431,0
11798,0
8799,0
15094,1
88,0
6775,0
13916,0
6468,0
6796,1
14845,1
8370,1
13310,1
4308,0
399,0
11617,0
15649,0
15317,0
16166,0
14512,0
4764,0
1549,1
9332,0
8183,1
7581,0
12753,1
12097,1
12714,0
2152,0
16039,1
15640,1
5581,0
15947,0
11410,1
8624,1
10972,1
4079,1
16289,0
12512,0
2035,1
7794,1
13604,1
1584,1
1007,1
7810,1
4609,0
971,1
1567,1
10476,1
370,0
14682,0
4948,1
35,1
11120,0
1528,1
1140,1
10613,1
13129,0
6031,0
5939,0
15042,1
14974,1
17952,0
12155,1
879,0
9578,1
11012,1
12636,1
11909,1
1210,0
11619,0
17918,0
11143,0
16256,0
10563,0
4597,0
6007,1
1739,1
11641,1
6335,1
2409,0
7770,1
13952,1
13048,0
2620,1
14965,1
14877,0
5900,0
7617,0
2204,1
5149,0
4156,1
11026,1
1087,1
4878,1
9610,1
17065,0
12555,1
332,1
5312,1
4689,0
14755,0
4174,0
12362,0
7383,0
1962,0
15744,1
6429,0
6173,1
4784,0
2754,0
15348,0
4536,1
16065,1
2675,0
11607,0
12246,0
14301,0
17307,1
13613,0
15385,0
14529,0
995,1
13567,0
13125,1
1447,0
13693,1
13073,0
13962,1
4818,0
974,0
17661,0
4570,1
1791,0
14678,0
14141,1
15051,0
10297,1
8743,0
11158,1
4951,0
11166,0
9940,0
11579,1
3037,0
17187,1
2780,1
2417,1
6948,0
7085,1
13404,1
17648,0
11950,0
11459,0
667,0
16098,0
6855,0
2860,0
6926,0
3809,0
4378,1
15765,0
12900,0
2324,1
1500,1
8600,1
10209,0
3474,0
2970,0
13910,1
3159,0
12227,0
4939,1
975,0
7903,0
2229,0
11415,1
4418,0
5366,1
12862,0
908,1
12078,1
12154,1
15110,0
6202,0
14759,1
10061,0
17295,1
9552,1
4236,0
10117,0
14142,1
12533,1
488,0
2063,1
15242,1
4796,1
8319,0
11947,0
3071,1
5799,0
14274,0
9702,1
12321,1
4557,0
14722,0
13687,0
5280,0
8842,1
12691,1
9051,0
9373,1
13197,1
10922,0
11905,0
11486,0
7375,0
11367,1
1069,1
4013,0
8295,0
16699,1
10479,0
13120,1
16073,0
2157,1
517,0
13111,1
4173,0
17619,1
8304,0
9465,0
11846,0
15825,0
17177,0
15693,1
352,1
1185,1
8379,1
10738,0
16366,1
14308,1
16479,1
17166,0
14399,1
5545,1
4120,1
38,0
15058,1
15921,0
1571,0
12437,1
15040,1
7756,0
4848,1
17897,1
16751,0
5837,0
13384,0
3195,0
11418,0
7730,0
6365,0
6890,1
1307,0
13034,1
7711,1
5217,1
683,1
14476,1
13032,1
2683,0
7641,1
2640,0
4506,1
7237,1
5649,0
12473,1
10065,0
9776,0
15583,1
8892,1
12602,0
4802,1
16505,0
2951,1
10752,1
11722,1
8170,1
14439,1
9874,0
16637,0
343,0
8516,1
7563,1
7057,0
671,1
11114,1
7701,1
4711,0
10610,0
1420,1
6217,1
4879,1
3130,1
11768,0
3983,0
5882,0
8443,0
2022,0
10619,1
14143,1
9519,1
5039,0
13153,1
2161,0
8864,0
16753,1
8396,1
1914,1
6160,1
8235,0
7589,1
3859,0
6515,0
926,0
15252,0
15170,1
15834,1
1860,0
14624,0
7061,1
16208,0
1084,0
12738,0
2894,1
15044,1
13516,1
11083,0
12539,1
6379,1
9524,0
13294,0
11969,1
205,0
6728,1
16854,1
4360,0
4728,1
7906,0
110,1
3993,0
16852,1
15328,0
8299,0
17115,0
16774,1
12668,0
2016,0
7419,1
213,1
15562,0
11056,1
3524,1
4907,0
2849,0
4618,0
10084,1
16586,1
12157,1
2532,0
1550,0
16024,1
6584,1
9125,1
931,0
7360,0
13983,0
1643,0
2223,0
2674,0
4507,1
13729,0
12792,0
14130,1
11467,1
201,1
12363,1
15160,0
7666,1
10687,1
1471,0
4516,1
13518,1
4052,0
16023,1
4389,1
1683,0
13377,0
7094,1
7046,1
10771,0
3098,1
1368,1
1464,1
336,0
16354,0
7898,0
1777,0
15556,1
15794,0
17423,0
8833,0
5704,0
2241,0
938,0
11366,1
15033,1
6203,0
10954,0
10900,1
16808,0
15559,0
14979,1
7102,1
11471,1
13680,0
9981,0
2782,1
10139,0
2352,0
4803,1
17500,1
10985,0
12686,0
7597,1
2597,0
10548,1
2470,1
7960,1
2697,0
17089,0
6686,1
14373,1
9273,0
5247,1
3923,0
9514,1
6196,1
2835,0
9881,0
2668,1
4650,0
3758,1
10871,1
13311,1
5413,1
16387,0
10530,0
15150,1
5387,1
4701,1
6423,0
13226,1
7327,1
15126,1
5481,0
2504,0
7107,0
12551,1
8343,0
4307,1
5173,0
872,0
1123,0
8325,1
12476,1
5696,1
10152,0
17035,0
14375,1
7295,0
15866,0
1263,1
10620,1
11118,1
15414,0
384,1
1531,1
15129,1
2745,0
14696,0
15389,0
7084,0
146,1
68,0
5746,1
15220,1
1878,0
8744,1
13386,0
5053,0
14914,0
17134,0
6554,1
9493,0
5676,1
14383,0
12010,0
9754,1
5018,0
14937,1
1366,1
15759,1
2297,1
15321,0
15903,1
3749,1
1155,0
2247,1
7479,0
8768,0
16187,0
9910,0
6894,0
9211,1
9165,0
5485,1
11303,0
1949,0
12868,0
12383,0
4706,1
792,1
11144,1
17447,1
845,1
14715,1
4455,0
10504,0
10354,0
4509,0
12852,0
8278,0
9954,1
491,1
8931,0
7571,1
14638,0
2047,1
3235,0
14362,1
841,1
13051,0
15977,1
9257,1
1768,1
17015,0
5430,0
1139,1
6827,1
13139,1
9119,0
10272,1
13039,1
15229,0
14128,1
6441,0
2797,0
9653,0
13701,1
5984,0
13286,1
2911,1
3543,0
10718,1
5317,1
13995,1
8461,0
9603,1
12238,0
13004,1
7118,0
13563,1
1906,0
16840,1
15849,1
15775,1
11930,0
6840,1
9140,0
6112,1
2203,0
17304,0
15734,1
9116,1
8650,0
4596,0
6741,1
2688,0
16998,1
1979,0
3596,0
916,0
530,1
7173,1
6710,1
11506,1
12979,0
11700,0
9470,1
2329,1
11882,1
5151,0
15495,0
9686,0
10866,1
13428,1
6070,1
9894,0
5118,1
8809,0
1284,1
8531,0
4394,1
1573,1
17673,0
2150,1
1251,0
6610,1
10976,0
5626,0
1489,1
16313,0
17097,0
1510,1
15235,1
16969,1
12262,0
818,1
9730,1
1872,0
8923,1
17354,0
8687,0
6985,1
8132,1
11890,1
