,Y_real
14003,0
13264,0
25897,0
11100,0
24757,1
21100,0
22852,0
3758,1
12630,0
7341,0
2838,1
22961,1
11227,1
23068,0
20427,0
23103,0
1639,0
7007,0
14121,0
29545,1
20047,0
6208,1
4258,0
19067,0
23635,1
29414,1
18691,0
325,1
27871,0
15281,0
24314,0
14013,0
9936,0
2410,0
20967,0
16536,0
27557,0
21934,1
17912,1
5808,1
28080,1
4919,0
2577,0
27799,0
17125,0
23030,0
23036,0
858,1
6333,0
19545,1
25013,1
29734,0
12719,0
4616,0
18583,1
8914,1
3730,0
28401,0
21739,0
6114,1
23419,0
1193,1
14561,1
639,1
29899,1
23087,1
10830,0
19671,0
26319,1
22193,0
26985,1
17174,0
4177,0
11288,0
26253,1
8099,0
23353,0
14615,1
25432,1
4490,0
22415,0
23150,0
3906,0
12069,1
2915,1
12324,0
23726,0
24268,1
3716,0
15845,0
24564,0
12124,1
12783,0
5983,0
2985,1
11136,1
23194,0
2294,1
19566,0
1954,1
10462,0
11936,1
5964,0
27971,1
15430,0
7701,1
3437,1
28550,0
12542,0
25042,1
16608,0
6142,1
9904,0
7158,0
7271,0
26679,0
19336,0
13586,1
28776,0
29405,1
6487,1
10853,1
18336,1
20618,1
22760,0
17564,0
12208,0
22442,0
19287,0
13297,0
27397,0
12730,0
5357,1
19384,0
9370,0
9747,1
25064,1
7875,1
1285,0
5820,0
17501,1
26055,0
4483,0
11962,1
10694,1
26353,1
8606,0
23691,1
4801,1
15392,0
28168,1
360,1
20189,0
16413,0
7962,1
24542,0
6380,1
4858,0
20817,1
5128,1
1172,0
19453,1
3826,1
18559,0
5217,1
3435,0
26789,1
20149,0
9336,1
16820,0
11050,0
17488,1
11605,0
13149,1
27273,1
18042,0
148,0
4865,1
21094,1
11767,1
10729,0
14511,1
29978,0
21091,1
25820,0
9337,1
1529,0
7100,1
24323,1
3402,1
5155,0
3649,0
17393,0
16726,0
15877,0
18719,0
1366,1
2812,1
26194,0
6404,1
9383,1
26796,1
1673,1
26565,0
6085,0
21026,1
1400,1
2486,0
23354,0
27968,1
17450,0
3489,0
12271,1
7334,0
10818,1
21929,0
14629,0
19860,1
28783,0
719,0
9194,1
23641,0
8471,0
12595,1
29148,0
11002,1
26031,0
18699,1
20298,0
4473,1
21303,0
16468,0
8244,0
5356,0
29851,1
15457,0
23614,0
26534,0
6739,0
13990,0
1742,0
11424,0
26216,0
3484,1
26688,1
14310,1
7775,1
6058,0
18556,1
24519,1
9775,1
2903,0
17294,0
20908,1
18453,0
7985,1
26162,1
6738,0
12976,1
15062,0
2995,1
16816,1
9776,0
21013,0
19513,0
4927,0
11092,0
139,0
14414,1
28397,0
21482,1
26315,0
17307,1
14059,0
14357,0
26401,0
1577,1
4198,0
28411,0
3005,1
2384,1
27315,1
1297,0
14704,1
7555,0
24270,0
3224,1
25892,0
7077,0
10517,0
4254,0
8972,0
6190,0
21063,0
17667,1
16999,0
2664,0
11150,0
7123,1
776,1
26437,0
11332,1
686,1
15273,0
17945,0
1541,0
25565,1
18808,1
1253,0
26614,1
21493,1
3533,0
1096,0
6096,0
14882,0
1830,0
8180,1
17343,0
22153,1
28473,0
4406,1
26374,1
24911,0
14416,0
23038,0
11654,1
28625,0
26978,1
19194,0
7924,1
20321,1
2692,0
11141,1
6911,1
18472,0
637,1
1483,1
3510,1
22036,1
25559,0
550,1
12766,0
27989,1
13518,1
15590,0
25928,0
22073,1
29534,0
11550,0
12784,0
10041,0
25574,1
10801,0
11619,1
3517,1
10897,0
27414,0
15743,1
14051,1
1517,1
15161,0
18087,0
15202,0
515,1
7367,1
1013,1
27318,0
2057,1
15175,0
11302,0
10365,1
2139,1
7760,1
19676,0
27207,1
21206,0
5436,0
13022,0
17222,0
5666,1
28759,1
25895,1
21625,1
26464,0
13841,0
26824,1
18491,0
6650,1
1222,1
11494,1
7675,1
8858,0
23149,1
13007,1
23547,0
2488,1
17205,0
2187,0
243,1
7215,0
16074,0
11580,0
13092,1
17005,1
28032,0
18458,0
19844,0
13910,0
26681,1
11941,1
21128,0
7959,0
13927,1
17677,1
6723,1
27807,1
22678,0
25825,1
22427,1
24455,0
23328,0
28803,1
27187,1
19869,0
14993,0
12773,0
23858,0
19659,0
2396,0
4717,1
12604,0
1708,0
16985,0
19792,1
4677,1
8221,1
27591,1
3160,1
22802,0
26188,1
5301,1
6531,1
15438,0
25824,1
27116,1
19274,0
25967,0
27681,1
9218,0
14591,1
14919,1
22013,0
12649,0
3134,1
6034,0
10418,1
14405,0
17098,0
3673,1
20883,1
4153,1
8772,1
8804,1
21792,0
528,0
13624,0
9610,0
20325,0
9715,1
19447,0
1075,0
2540,1
29833,0
10364,0
16693,0
1162,0
12513,0
9683,1
1271,0
5465,1
15756,0
986,0
5432,0
18694,1
16354,1
19256,1
1407,0
24818,0
3757,0
11454,0
14607,1
3139,1
27580,0
445,1
24766,0
11622,1
16233,1
28743,0
19323,1
29979,0
12989,1
17354,1
4274,1
15148,1
25943,1
15671,0
29735,0
13233,1
25801,0
28548,0
10725,1
27620,0
18392,1
1072,1
20442,0
15792,0
26173,0
15776,1
21125,1
29091,1
3575,0
22432,0
18129,1
4051,1
12162,0
15287,0
22198,1
11038,0
17547,1
22965,0
9906,1
22868,1
1822,1
17279,1
9325,0
20242,0
1881,1
1482,1
6672,0
13334,0
12557,1
16814,0
7693,0
6449,1
4462,1
20407,0
12669,1
12287,0
21828,1
4259,0
2943,0
28516,1
6769,0
8174,1
4497,0
3579,0
25489,1
13593,0
26221,1
19688,0
1016,1
14200,1
24371,1
20571,1
23335,1
14610,1
19251,1
29709,0
1579,1
10880,0
20306,0
16874,1
506,0
10082,0
6881,0
21780,1
25525,0
18963,0
20355,1
24439,0
8431,1
25949,0
402,0
11325,0
15984,0
12508,1
12210,1
17826,0
26290,0
27996,0
43,0
21033,0
12943,0
12444,1
23074,0
26302,1
27436,1
20897,0
8362,0
23658,1
28015,0
1184,1
5857,1
5776,1
29520,1
25075,1
26541,0
9552,0
15862,0
10730,0
22715,0
5984,1
29519,0
29972,0
6356,0
29707,0
6413,1
29572,1
14921,1
1933,1
10802,0
9314,1
28342,0
23820,0
21004,1
136,1
28470,0
28749,1
13893,0
10662,0
27225,0
13529,1
24774,1
18926,1
22543,0
20444,1
12341,0
27817,0
5560,0
22318,1
6194,0
2705,0
19762,0
21666,1
2951,0
19506,1
5667,0
7747,1
15999,1
19157,1
26132,1
14608,0
5134,0
1467,0
2869,0
3562,0
17834,0
19077,1
10288,0
21370,0
27135,1
6587,1
23265,0
142,0
1488,0
12927,0
24730,0
29398,0
14887,0
24322,1
3607,0
16242,0
23251,0
29974,1
1154,1
13389,0
5248,0
16960,1
18285,0
9793,0
26875,1
27121,0
7811,1
548,1
15542,0
28520,1
24329,0
13448,1
10511,1
5280,1
295,1
28179,1
13402,0
20331,0
21506,1
6908,0
5429,1
5406,0
26742,0
15570,1
9655,1
25627,0
13338,0
3504,1
16153,1
19380,0
28772,0
19709,0
28503,1
13219,1
16282,1
3619,0
27472,1
4949,0
20704,1
7558,1
24124,0
29000,0
13847,1
7104,1
13119,0
15518,0
16100,0
28004,1
11900,0
27454,1
13844,1
25968,0
2401,0
4058,0
3781,1
6893,1
11590,0
18686,1
8301,0
26990,1
26808,0
25768,1
24603,0
23000,0
1630,1
16793,1
22317,1
10009,1
26428,1
18739,1
14544,1
5325,1
22304,1
18964,1
3158,0
16299,1
16356,0
28664,0
28448,0
20289,1
23349,1
24014,1
17596,0
18546,1
8033,0
25854,1
7534,0
4151,1
25561,0
17386,0
4229,0
4157,0
26569,1
20980,0
15597,0
5243,0
1574,0
2460,0
21852,1
11411,1
25635,0
3349,0
15983,1
9173,0
9388,0
6540,0
7176,0
27954,1
10945,0
12323,1
9796,0
9941,0
3851,1
5258,0
10477,1
21970,1
25873,0
26366,0
19240,0
9361,0
3413,0
23530,0
22586,1
21044,0
21699,0
18672,1
7655,0
5613,0
24927,0
6078,0
29474,1
14272,0
15966,1
23533,1
22399,1
19983,1
9174,0
18192,0
18585,1
12076,0
10012,0
25067,0
15136,0
21411,0
25818,1
22608,0
28789,0
17919,1
25174,1
25579,0
20837,1
27134,0
9150,0
717,0
2377,1
29434,0
5505,0
22493,1
12141,1
10106,0
17395,0
28934,0
4602,1
25191,0
5790,0
2289,0
18705,0
29397,0
13434,0
6435,0
18053,1
17083,1
20473,1
21754,0
633,0
15497,1
7554,0
20357,0
29822,1
12253,1
20225,1
21035,1
25344,0
1398,1
9804,0
12698,0
27303,0
4873,0
8659,0
5472,1
7479,1
19937,1
25141,1
3279,0
18413,1
23107,1
17969,1
28590,0
2910,1
9118,0
11975,0
15824,0
28294,0
7239,0
5607,0
23011,0
6941,0
3229,1
7921,0
8130,0
28292,1
21399,0
5391,1
29731,0
24050,0
23570,0
704,1
22611,0
1465,1
19284,0
5953,1
2285,1
11435,1
12515,1
20657,0
25314,1
12553,0
14362,0
16657,0
405,0
3004,1
18983,0
22155,1
24659,0
653,0
26295,0
10328,1
19647,1
3395,0
10675,0
26322,1
14330,1
24529,1
26508,1
25365,1
8158,1
22653,0
15853,1
1877,0
510,0
20337,0
27070,0
4395,0
16473,0
3513,0
28735,1
27409,1
18695,1
555,1
19214,0
25611,1
9236,0
13154,0
25044,1
18693,0
26729,0
25303,0
7883,1
17644,0
14456,0
17562,0
10144,1
27252,0
13055,0
11575,1
6509,0
25233,0
17980,1
13474,0
21458,1
2618,1
14163,1
20528,1
883,1
16757,1
9946,0
10344,0
13415,0
3168,0
29983,1
278,0
9769,1
15354,0
5614,0
22438,1
15307,0
4951,0
29218,0
12684,0
20395,1
17036,1
5636,1
9587,0
29583,0
17629,0
2328,0
15249,0
11756,0
15815,0
19796,1
3904,0
2004,0
1839,0
15452,1
663,0
4402,1
12091,1
19905,1
23218,1
23718,1
20431,0
28104,0
18769,0
26368,0
81,1
1178,1
2458,0
8123,1
10840,1
14031,0
7604,1
17909,1
9193,1
11577,1
30,0
24866,0
5219,0
9625,0
14600,1
10975,1
6087,1
12958,1
27260,0
3567,0
15665,0
27304,1
11317,0
12961,0
26301,0
16173,1
18141,0
8378,0
17809,0
12336,0
6200,0
14444,1
8178,1
13801,0
16292,0
7439,1
21081,0
4249,0
20352,0
22566,0
20934,0
6442,0
2364,1
9658,1
21079,1
23518,0
10903,1
7017,1
2768,1
20727,1
13040,1
25539,0
21916,1
19982,1
21228,1
28099,0
17662,0
1776,1
10799,1
23900,0
17327,0
25861,1
1456,0
21439,0
945,0
18146,0
28157,1
6248,0
5265,0
8717,0
25921,1
9930,0
2483,0
20092,1
13362,0
25302,0
9014,0
26166,0
18430,0
28685,1
21918,0
24290,0
7997,0
11138,0
18095,1
10821,0
27191,0
11909,1
21964,1
3486,0
21286,1
10442,1
20270,0
12520,0
20069,0
3282,0
11964,0
13194,0
24834,0
29544,0
26495,1
3174,0
11760,1
14385,0
20860,1
7314,1
26443,0
23060,0
15987,1
28223,0
26884,0
22595,1
28373,1
11572,1
13689,0
10147,0
16854,1
22635,1
11351,0
6929,1
26633,0
9848,1
23724,0
11677,0
2874,1
23350,1
6474,0
21491,1
14389,0
5051,0
4959,1
21233,1
4033,0
27979,0
820,0
19625,0
23131,1
1428,0
8849,0
7917,0
17623,0
2060,0
29607,1
8368,0
20402,1
3140,0
6391,1
13876,1
3041,0
13508,1
19537,1
13084,1
16408,1
10870,0
446,0
19907,1
16612,1
5355,0
26583,0
12017,1
17108,1
17176,1
17576,1
11976,0
3691,1
21387,0
10519,0
9826,1
29533,1
9268,1
19780,0
22397,1
13786,1
26018,1
13758,1
1741,1
20440,1
19687,0
27826,1
11169,1
19428,1
20588,0
12788,1
1977,0
7596,0
8875,1
4530,1
5991,0
25046,0
29300,0
26558,1
13849,1
15379,1
12185,0
962,1
485,0
16571,1
6202,0
5997,0
3824,0
22276,1
26760,0
20768,1
1022,1
29425,0
1381,0
16617,0
14892,0
18468,1
9238,1
17321,0
21188,1
28000,0
13360,1
2737,0
15033,0
13578,1
21406,0
21169,0
23878,0
24302,1
26120,0
4347,0
29593,0
10718,1
28468,1
13364,1
22819,0
20992,1
25462,1
16288,0
7650,1
11718,0
12486,0
27052,0
14741,1
26690,0
29575,0
11903,0
18010,1
23700,0
5212,0
13066,0
752,0
4552,1
5058,0
17852,0
26074,0
5988,0
2979,1
9968,0
10455,1
18521,1
8146,1
3684,0
29645,0
990,1
4798,0
25649,1
17653,0
8272,1
24545,0
6992,0
498,0
2190,1
16845,0
22930,1
13875,0
988,1
7817,0
14820,1
29082,0
8850,1
15389,1
4007,0
21422,0
27578,1
4202,1
19102,0
21900,0
2744,0
2238,0
18814,1
7513,0
11249,1
19481,1
6392,0
26081,0
473,0
9389,0
28079,0
1148,0
5600,1
3454,1
27880,0
10885,0
10822,1
20989,0
24748,0
10556,1
6261,1
18722,1
2124,0
5102,0
26718,1
11258,0
24951,0
11942,0
29035,0
760,0
21363,1
25066,0
20040,0
4499,0
1622,0
6351,1
14160,0
9935,0
8627,0
14808,0
2350,1
20283,1
14144,1
21863,0
15369,0
20816,0
9694,1
9944,0
25354,0
4974,1
11699,0
9352,1
15349,0
18465,0
29581,1
9100,1
26355,0
19813,1
26051,0
19267,1
8037,1
11992,0
15782,1
26750,1
494,1
20968,0
7877,1
14043,0
26432,1
19096,0
17793,0
10218,0
3952,1
28208,1
9155,0
20772,0
9734,1
9334,0
3944,1
14893,0
2510,0
563,0
16048,0
17799,1
19308,1
4945,1
2099,1
5488,1
7356,1
887,1
11763,0
26649,0
14504,0
16718,1
21989,1
8152,0
21243,1
11166,0
6294,0
7074,0
23940,1
23781,0
29643,0
25049,1
23546,1
22384,0
14998,0
19175,1
23831,1
4921,0
8,0
5960,1
12559,1
478,1
10148,1
28288,1
14219,1
21185,1
10934,1
11584,1
16255,0
27337,0
15032,0
20643,0
8049,1
1077,1
24497,1
15378,1
29160,0
28595,1
21402,0
13049,1
5020,0
2514,0
15860,1
22208,1
1868,1
5714,0
9654,0
17655,0
19196,0
6311,1
5727,1
16806,0
20510,0
17640,1
8505,0
22011,0
25340,0
2596,0
29201,0
17625,0
28943,1
24514,1
3643,0
17775,0
1941,1
9759,0
18243,0
26234,0
11651,0
5098,1
182,0
3981,1
24130,1
17196,1
24854,0
17990,0
1604,1
4626,1
25657,0
15949,1
26286,0
9693,1
9525,0
23951,1
10170,0
10279,0
16790,0
12369,1
7089,1
7448,1
11657,1
12818,1
1518,1
4955,0
2658,0
25661,0
24738,1
23206,1
28701,0
14479,0
17171,1
23203,1
1365,1
11486,0
20422,0
9971,1
26962,0
26665,0
276,1
14183,1
16525,0
22749,0
2992,1
4212,0
5138,0
4954,1
24354,1
716,1
10990,1
10151,0
28656,0
14063,0
7606,0
24618,0
14091,1
6384,0
8616,1
1082,1
635,1
14467,1
18804,0
28407,1
5749,1
14133,0
22106,1
1643,0
811,0
1672,1
3251,0
12221,0
20021,0
13943,1
10663,0
20269,1
12106,1
761,1
24856,1
26186,1
16665,1
1192,0
20616,0
20165,1
2916,1
5835,0
17765,1
18012,1
222,0
13611,0
15473,1
5876,1
1930,0
13098,0
12914,0
5018,0
10887,0
2265,0
4854,1
3365,1
27078,0
11006,1
342,0
4670,0
21520,1
18864,1
8872,0
26178,1
28357,0
9801,0
24914,0
38,0
14858,1
1595,0
11271,1
7426,0
16191,1
25570,0
17338,0
23541,0
27071,0
23428,0
4358,1
7212,0
28768,1
15656,1
11883,0
22049,1
18681,0
6108,0
13481,0
20430,1
3064,1
7749,0
27167,1
9076,1
1700,0
14221,0
17182,1
16917,0
17189,0
28981,1
14303,1
24963,0
25646,0
22565,0
4981,0
9342,0
27398,0
27589,1
22837,1
23967,1
19301,0
2880,0
14214,0
11753,0
17741,0
4404,0
6242,1
20421,1
20413,1
23613,0
11873,1
26539,1
17243,0
8138,0
13963,0
10597,0
18379,0
20249,0
189,1
9059,0
11920,0
17568,0
10188,0
21904,0
25637,1
29726,1
14712,1
29956,0
9466,1
3970,1
27196,0
28458,1
17261,1
20187,0
12985,0
9399,0
18612,1
28971,0
2459,1
24930,1
19319,1
17654,1
20634,1
12865,0
2251,0
27476,0
19758,1
9134,1
25345,0
12146,1
2954,0
27693,1
9988,1
2217,1
15071,1
16423,1
20004,1
15809,0
20718,0
23281,0
25741,0
6004,1
18415,0
29878,1
23248,1
8247,1
14345,0
14477,0
26282,0
6761,1
28428,1
18872,0
6125,0
138,0
21919,1
17385,0
26547,0
24156,0
29999,1
27278,1
4450,0
4849,0
10631,1
6485,0
13526,0
6683,1
4418,0
7998,0
22373,1
4242,1
29384,0
26954,0
23065,0
14693,1
13355,0
28369,1
28826,0
22772,1
15470,1
2379,0
15872,0
23296,1
8755,0
16933,0
9518,1
9044,1
27010,0
8226,0
29699,1
249,1
11048,1
23928,0
11650,1
19966,1
10610,1
14415,1
20638,0
8730,0
22956,0
18881,1
16304,0
4265,1
11019,1
5229,0
8265,0
17467,1
14845,0
28993,1
22142,1
7574,1
12913,1
9248,1
24160,0
29223,0
8290,1
8020,1
15498,0
13735,1
15208,1
5954,1
23393,1
6441,0
431,0
23200,0
17587,1
22604,0
8232,0
28658,0
4714,1
1919,0
16400,1
10557,0
17014,1
5937,0
16780,1
20925,0
11134,1
15333,1
7075,1
1484,0
24717,1
408,0
10250,1
26472,0
23463,0
21888,1
22461,1
14315,1
1115,0
13635,1
6133,1
22807,0
16698,0
10013,1
17487,1
10067,0
17438,1
22668,0
21023,1
21476,1
19048,0
5156,1
11811,1
15434,1
21977,0
10594,0
25107,0
783,1
19845,0
3973,0
16404,0
24027,1
29882,0
2208,1
28384,0
23360,0
4848,1
26208,1
24008,1
9884,1
22975,0
7816,0
3255,0
29411,0
12971,0
9974,0
10078,1
28418,0
29267,1
4013,0
20251,1
19710,1
18310,0
2644,0
11188,0
7509,0
28955,1
13626,1
10539,0
13406,0
14008,1
4809,0
1259,1
27596,0
5396,0
5987,1
4759,1
23473,0
27263,0
24442,1
18164,0
24391,0
12319,0
11578,0
11958,1
22661,0
13053,0
15893,0
2858,0
8084,0
12457,0
21080,0
27267,1
22165,1
6809,0
8796,0
3220,1
11833,1
23116,0
15385,1
29058,0
16269,1
5177,0
24166,1
8818,0
11264,1
1690,0
145,1
6906,0
1382,0
12152,1
9925,1
16322,0
19155,1
14960,0
13590,1
2840,1
5153,0
2078,0
25190,1
2950,0
27439,1
25479,0
5559,1
19841,0
28499,1
21917,0
29785,1
24953,1
18406,0
18747,0
1111,1
29812,1
10104,1
17220,0
18599,0
9219,1
18433,1
29409,1
23664,0
28227,1
5831,1
18177,0
20892,0
2484,1
17225,0
8053,0
8748,1
392,0
11717,0
6657,1
13907,0
9921,0
8422,0
677,1
8101,0
22281,0
17210,1
21018,0
8647,1
9138,1
21538,1
12093,1
10333,0
27426,0
1927,1
8013,1
9375,0
21302,1
26696,0
10426,0
8383,1
7602,0
23524,0
108,0
13760,1
12696,0
13925,1
11356,0
13852,1
24031,0
29809,0
2604,1
24850,1
27584,1
1745,0
27113,0
24091,0
25456,0
20060,0
9250,0
22351,0
25409,1
26016,0
11314,0
21782,0
24070,0
7860,1
233,1
11737,1
19299,0
27452,0
22166,1
19342,1
22920,0
12343,0
10431,1
10607,0
6797,1
4606,0
2457,0
22723,0
11167,0
5530,1
24887,1
24621,1
14140,0
9456,0
969,1
10184,1
15642,0
23055,0
7414,1
5799,0
5032,0
13662,0
11220,1
25421,1
1778,0
24111,0
22405,1
7585,0
23446,0
3385,0
14686,1
6074,0
8739,0
7164,0
7188,1
25287,0
1004,0
24840,0
2198,0
13266,1
4339,0
17854,1
24344,0
12511,1
1466,1
1057,0
9259,0
606,1
22835,0
10847,0
471,1
3592,1
4431,0
9228,1
10579,0
4463,0
10061,0
12643,0
91,1
9350,0
22234,1
22365,0
9643,1
28304,1
23288,0
12907,1
4788,0
24596,0
12763,0
15519,0
29803,0
27787,0
7838,1
15460,0
29133,0
26448,0
29424,0
19311,1
29582,0
26485,1
25410,0
9584,1
8126,0
26672,1
15603,1
10275,0
15804,1
15324,0
7836,0
22361,0
4917,0
28757,1
21959,0
23037,0
19742,0
3416,0
18005,1
27357,1
9685,0
24776,0
9690,0
23466,1
791,0
8519,1
10446,1
2860,0
15796,0
28467,0
6778,1
1376,0
3067,0
9204,1
1256,1
2930,0
9157,0
4364,1
28771,0
11139,1
9531,1
20356,0
16991,0
27535,0
15727,0
15319,0
20095,1
4166,0
8889,0
22886,0
15890,0
842,0
5736,0
13545,0
24061,0
19037,1
16492,0
1948,0
12236,0
1812,0
619,0
18305,0
27866,1
13706,1
4660,0
16306,1
28436,0
14905,0
5001,0
3374,1
21144,1
9396,0
3122,0
22068,0
7714,0
28764,0
27637,0
19654,0
29912,1
22630,1
4454,1
29522,0
26524,0
20887,0
28758,0
11378,0
8117,0
27654,0
27270,1
14186,1
8421,0
4000,0
13953,0
29727,1
5452,0
17601,1
9049,1
11487,0
13272,0
29348,0
22319,1
25805,1
27532,1
28199,0
11526,1
6515,0
25142,1
29872,1
26,1
1582,0
21034,1
1623,0
23684,0
25149,0
7405,1
19861,0
23254,0
6735,0
2155,0
25575,1
18961,1
24788,1
19574,0
19411,1
14975,0
11784,0
12710,0
17075,1
29749,1
16939,1
9537,0
28860,1
16893,0
19365,1
5612,1
6701,1
10314,0
21980,1
609,0
28132,0
19815,1
18494,0
29093,0
10655,1
20994,0
9028,1
16486,0
3808,0
4837,0
22841,0
6175,0
9096,1
8497,1
12610,1
8024,1
13115,1
23606,0
7741,0
17673,1
13655,0
2960,1
5754,0
4167,0
8560,0
23969,1
5417,1
25322,0
8679,1
25915,0
15962,1
28358,0
7335,1
9615,1
19181,1
17581,0
14938,0
10454,0
10219,1
4464,1
19652,0
6447,0
21683,0
25084,0
1120,0
24019,0
14429,1
17313,0
8166,0
19902,1
4554,0
26446,0
12534,0
20192,0
4143,0
27298,0
22338,1
17119,1
19525,0
15641,1
16392,1
14785,0
13820,1
11042,0
20415,0
15077,0
14992,1
29115,0
13698,0
18109,1
14001,0
466,0
28450,0
5115,1
22324,0
5747,0
24940,0
5173,0
23722,0
24632,0
19289,0
17674,0
10576,1
16719,0
3599,0
13759,1
2493,0
15774,0
17592,0
131,1
24605,0
27,1
15780,1
13025,1
24046,0
26951,1
11894,0
27374,1
18504,1
10758,1
9272,0
7294,1
10584,1
27523,0
10659,1
12155,0
5722,0
737,1
16517,1
5995,0
3221,0
932,1
6744,0
14039,1
19969,0
11440,1
29876,0
11589,0
3033,0
10233,1
25749,0
21197,0
14908,0
17131,1
13646,0
4206,1
18368,1
12813,1
15616,0
12723,0
11011,0
5281,0
17201,0
28093,1
4413,0
511,1
16175,1
12738,0
19610,1
26624,0
14145,1
8582,0
24685,1
19134,0
24411,0
614,1
18794,1
10088,1
24479,1
12412,0
539,0
19233,0
22275,1
28370,0
997,0
25698,1
22833,0
6331,1
11500,1
3963,0
9914,0
25081,1
25394,0
14639,1
1911,0
23071,1
11327,0
25700,1
13890,1
26375,0
18904,1
21270,0
28414,1
23708,1
5279,1
10748,0
27174,0
2247,0
28220,0
3976,0
21355,0
2411,0
20390,1
24652,1
15474,0
25816,0
14492,1
15424,0
27791,0
2626,0
17232,0
8920,1
17647,0
9503,1
29913,1
25209,0
21227,0
19552,1
10181,1
21442,1
21263,0
3187,0
17770,1
10281,1
3304,0
10575,1
7788,0
16755,1
1292,0
24720,0
19326,1
22174,0
18261,1
13211,1
8240,1
26412,1
11563,1
22146,0
12022,1
24021,0
29813,0
24225,1
6692,0
17785,0
25696,1
22120,1
21008,0
22501,0
4004,1
26720,0
20661,1
24792,0
23515,0
29155,0
20327,1
15276,0
23694,0
18153,0
1683,1
13780,0
17080,0
26648,0
8792,1
14967,1
14302,0
16234,1
12446,1
15650,0
4577,1
29768,0
20723,0
3451,0
6842,0
8435,0
28573,0
23053,1
16073,1
12902,0
18287,1
17746,0
1446,1
11398,1
28226,1
8080,1
20818,0
17078,1
27443,1
13384,0
19300,1
7901,0
25978,0
25641,0
2550,0
11818,0
17325,1
14228,0
13697,1
27508,1
29262,0
1493,0
29069,1
1287,0
11040,1
21513,0
20210,1
8718,0
23529,1
1906,1
8193,0
8909,0
12792,0
10056,0
6372,0
5535,1
8817,1
5288,1
11296,0
327,0
12558,0
24910,1
22864,1
11375,0
982,0
4504,0
5414,1
6524,0
26435,0
15484,1
24813,1
18119,1
29963,0
15196,0
1023,0
11450,1
10391,0
19212,0
7400,0
5030,0
16003,0
10490,0
2274,1
4002,1
23112,1
5906,0
10759,0
7390,1
9662,0
15171,1
20196,0
12982,1
21468,1
18024,0
20439,1
23306,1
16625,0
15639,1
18014,0
9895,0
8353,0
3448,1
13623,1
11431,1
12363,1
13682,0
14650,0
20349,1
14916,0
5027,1
7122,0
20262,0
12873,0
21487,0
15797,1
828,1
21546,1
21675,1
5881,0
18282,0
4911,1
7533,0
1585,0
29906,1
2976,0
25009,0
11300,0
26915,0
27794,1
25166,1
11310,0
18387,1
25438,1
8846,0
24715,1
23489,0
11155,1
16560,0
10906,1
8449,0
24557,0
8376,0
23341,0
13772,0
24898,0
8005,1
1935,0
11218,1
28404,0
24228,0
22574,0
632,1
10336,1
8047,0
4990,0
20612,0
5460,1
10739,0
10890,0
19142,1
13390,0
8998,1
12725,0
20228,1
10750,1
22926,0
18678,1
25751,0
23138,0
21496,0
17876,0
25310,0
22882,1
22061,0
21899,0
28599,0
8680,1
3502,0
870,1
3570,0
17231,0
14646,0
6789,0
916,0
29539,0
23856,0
29880,1
16587,0
21073,0
21212,0
8962,0
23080,0
3117,0
273,0
14243,0
12821,0
158,1
14354,0
19263,1
18093,1
26106,1
22713,1
1051,0
11018,0
16895,1
2157,0
22748,0
1788,1
9909,1
10719,1
2643,1
11333,0
17966,1
26809,1
21170,1
23142,0
13693,0
25433,0
29503,0
5187,0
19483,0
13795,1
25942,1
5986,0
13246,0
18356,0
13636,1
19463,0
3813,0
8714,1
5022,0
6747,1
9607,1
10055,0
16406,0
26597,0
8058,0
1438,0
25656,0
29283,0
14485,0
3037,0
19875,1
8338,1
11168,0
20304,0
5593,0
16391,0
12139,0
6973,1
12900,0
11062,0
6565,0
9474,0
24661,0
19360,0
4975,0
20855,0
16583,0
22847,0
7377,1
25589,1
10791,1
21560,0
11528,0
5364,1
8258,1
11980,1
1795,1
17032,1
25177,0
25002,0
20287,1
21913,1
17672,0
23363,1
5,1
14603,0
9030,0
25874,0
25739,0
28609,0
12077,0
14592,0
29683,0
9465,0
10422,1
8509,1
13873,1
28938,1
23860,0
11113,1
4834,0
308,1
21692,0
24690,1
15850,0
23101,1
8674,1
27885,1
19148,0
5321,0
18955,1
2281,0
14695,0
13417,1
10766,0
3260,1
28280,0
11637,1
16086,0
25379,0
18728,1
15174,1
17016,1
14602,0
4623,0
10524,1
1720,0
16730,1
5306,1
2036,0
13261,1
4680,1
16432,1
9129,1
11321,1
8327,1
22274,1
16868,0
24793,0
5543,0
6971,1
11034,1
18426,0
11400,0
1682,0
646,1
27767,1
21756,0
29577,1
22242,0
9580,1
25138,0
17849,1
18239,0
6710,1
5234,1
8038,1
26465,0
18247,0
21798,1
15446,1
3083,0
26150,0
9735,1
14935,1
23480,1
23845,0
28362,1
13763,1
11599,0
6748,0
5054,0
9417,0
22215,1
429,0
5630,1
28361,1
10685,1
12273,1
28323,0
10459,1
19901,0
8568,0
21061,0
22617,1
10571,0
3228,0
5502,0
24725,1
25158,1
2233,0
2800,0
19178,1
16789,0
21494,1
20645,1
16559,0
13644,1
27874,0
16348,0
6156,0
8960,0
12896,1
15786,0
19420,1
6389,0
9829,0
14443,1
28856,1
11520,1
3327,1
14249,1
21231,1
13829,1
3219,1
29578,0
9467,0
14716,0
17093,0
20905,0
21689,0
2533,0
711,0
10924,0
22034,0
15583,1
