,R,Q,A
25915,1.9080634895525037,0,1
15962,9.014486819542624,0,0
28358,-8.358227165498846,3,1
7335,12.476183863552357,0,0
9615,6.97755765340478,0,0
19181,-2.754420416159796,3,1
17581,-8.238854868732584,3,1
14938,-0.09904998118172159,3,1
10454,-3.813491711495436,3,1
10219,20.416251963626106,0,0
4464,10.989442688803756,0,0
19652,7.648101523400854,0,0
6447,-6.753740531225829,3,1
21683,-5.969056770659609,3,1
25084,-8.757399801710092,3,1
1120,-0.41883634728902663,3,1
24019,-6.713530411007184,3,1
14429,1.5957921993028386,0,1
17313,0.9512408664472077,0,0
8166,-9.333791600149913,3,1
19902,2.2289296445356364,0,0
4554,-8.100003370452576,3,1
26446,5.734870956128744,0,0
12534,0.7744763539785975,0,1
20192,4.387068384514812,0,1
4143,-5.898070254279411,3,1
27298,2.7392331332340945,0,1
22338,10.428942782975486,0,1
17119,1.3015638199479844,0,0
19525,2.8913640483116785,0,0
15641,3.4428764388885074,0,0
16392,1.8111591365852835,0,1
14785,-9.224243380932322,3,1
13820,2.477149244935662,0,0
11042,-4.83719039228092,3,1
20415,-6.035303989574932,3,1
15077,-7.895205910859314,3,1
14992,6.333426961754487,0,0
29115,1.3173717848378932,0,0
13698,5.472592743262778,0,1
18109,3.6213998072973848,0,0
14001,-4.615103164813832,3,1
466,-4.67449687603225,3,1
28450,-0.529407987471961,3,1
5115,6.676253316767122,0,0
22324,-6.574866606559684,3,1
5747,-3.7677295615066955,3,1
24940,2.123746719805057,0,1
5173,4.5507338584975745,0,0
23722,4.548054020556332,0,0
24632,-1.1012632269186184,3,1
19289,-4.779118584828611,3,1
17674,1.2574279147442873,0,1
10576,3.9277795716012744,0,0
16719,-6.77329222650568,3,1
3599,-7.40761938283215,3,1
13759,15.629833671917432,0,0
2493,-7.767537653173328,3,1
15774,2.1291696585452096,0,0
17592,-3.25750963633208,3,1
131,2.5643934322426087,0,0
24605,-3.754839724047817,3,1
27,3.9221443049504225,0,0
15780,3.3354125594564943,0,0
13025,9.059681206153595,0,0
24046,9.222097874920376,0,0
26951,5.146206675176479,0,0
11894,-5.688484725411568,3,1
27374,11.17617639726748,0,0
18504,2.874847259812655,0,0
10758,8.964744322868837,0,0
9272,-7.610665293726356,3,1
7294,9.405443787617585,0,0
10584,13.61505964983887,0,0
27523,-5.14066045980427,3,1
10659,8.011346067361943,0,0
12155,1.3586189094556331,0,0
5722,-7.739150488468919,3,1
737,4.964765368698588,0,0
16517,6.684082098469353,0,0
5995,-9.006991074642617,3,1
3221,-4.351894395691646,3,1
932,12.035967437765727,0,0
6744,6.879247920446687,0,0
14039,9.36735923643728,0,0
19969,-8.469668511652497,3,1
11440,3.957603336034224,0,0
29876,-2.421134077343794,3,1
11589,-2.850747138548252,3,1
3033,-4.672521759770337,3,1
10233,4.86323865828158,0,0
25749,-4.482192653171982,3,1
21197,2.9974617328522006,0,0
14908,3.3271223436542012,0,0
17131,15.904555926660453,0,0
13646,2.9736318020008534,0,0
4206,2.369596540171989,0,0
18368,4.588150007382298,0,0
12813,1.6692456904784874,0,0
15616,1.316126503637285,0,0
12723,2.6312335538378493,0,0
11011,-4.451520867974484,3,1
5281,-3.2489814509967463,3,1
17201,0.3689931167163145,0,1
28093,7.425455539202913,0,0
4413,3.883621180509481,0,0
511,12.490693922575968,0,0
16175,3.514476341782041,0,0
12738,-9.486000936568542,3,1
19610,4.472901333364964,0,0
26624,1.684928924449046,0,0
14145,9.494944955175114,0,0
8582,-7.717439503801389,3,1
24685,8.933206812902014,0,0
19134,2.4389355619303283,0,0
24411,4.490600464763306,0,0
614,5.303470527721318,0,0
18794,9.322310963032258,0,0
10088,2.928214516017226,0,0
24479,5.074989620751415,0,0
12412,-3.0907288686130876,3,1
539,-5.374354572681614,3,1
19233,-8.818883656416736,3,1
22275,-2.230143852162718,3,1
28370,-2.9336928308634604,3,1
997,-8.567925628115292,3,1
25698,21.78746748460395,0,0
22833,-6.53774351962665,3,1
6331,7.233282359200265,0,0
11500,4.5933338917580055,0,0
3963,-3.680610062486134,3,1
9914,4.3843828537099885,0,0
25081,9.600080214561325,0,0
25394,0.07929999771745244,1,1
14639,2.363729168192261,0,0
1911,-8.303454318241128,3,1
23071,6.122076722019993,0,0
11327,-5.271157980432765,3,1
25700,-1.7317253857783683,3,1
13890,3.3446404749359644,0,1
26375,4.622484520500171,0,0
18904,3.1321163841886674,0,0
21270,5.959213859543311,0,0
28414,6.42787918026468,0,0
23708,10.233661903188864,0,0
5279,1.1033037537795933,0,0
10748,2.180071944538028,0,0
27174,-3.048224659621855,3,1
2247,0.2937267604213112,0,1
28220,5.141528252548511,0,0
3976,1.5172811240676942,0,0
21355,-5.589101445339669,3,1
2411,9.925044267746468,0,0
20390,7.017325708529277,0,0
24652,3.484997388824143,0,0
15474,6.5208142111243985,0,0
25816,2.5693826016952532,0,0
14492,1.5608791963500983,0,0
15424,-4.972784954295798,3,1
27791,4.539257187125236,0,0
2626,-6.7983003731400435,3,1
17232,2.901250635217643,0,1
8920,7.71238713313627,0,0
17647,-4.977409584002708,3,1
9503,5.3169273350769775,0,0
29913,8.38112294975622,0,0
25209,1.8154641254850459,0,0
21227,-1.5276471573848944,3,1
19552,10.766210556514348,0,0
10181,4.2480679652620426,0,0
21442,2.3386678974964474,0,0
21263,-5.143602421171581,3,1
3187,-4.573185750442601,3,1
17770,3.708615003218001,0,0
10281,7.160200672854725,0,0
3304,2.5045917830643583,0,0
10575,3.238882946631934,0,0
7788,-5.569753343541008,3,1
16755,3.3040567464226385,0,0
1292,3.134429926914538,0,0
24720,-7.381856033512797,3,1
19326,9.923223986233769,0,0
22174,-6.158309780060311,3,1
18261,2.6371029291730856,0,0
13211,0.3909284225363774,0,0
8240,5.788807542253524,0,0
26412,2.406159560772064,0,0
11563,4.868297894065234,0,0
22146,-2.7519076930063306,3,1
12022,10.819843835770392,0,0
24021,2.310123855281342,0,0
29813,-3.4854631104362523,3,1
24225,3.0193360346929357,0,0
6692,-6.991301816984528,3,1
17785,-7.730141464386929,3,1
25696,4.015381022410802,0,0
22120,-0.025262818902355377,1,1
21008,-5.110535628248368,3,1
22501,-2.2781592226004896,3,1
4004,7.289147793146469,0,1
26720,-2.5240301833872083,3,1
20661,5.047382438953491,0,0
24792,-2.669994677481257,3,1
23515,3.4374067449767143,0,0
29155,5.1717368830038986,0,0
20327,4.895107233931125,0,0
15276,-3.0057266035786077,3,1
23694,-5.103757755574673,3,1
18153,-7.5157539530117665,3,1
1683,6.93810518842635,0,0
13780,0.7399662090025139,0,1
17080,-6.902285639263843,3,1
26648,-6.223461562994521,3,1
8792,1.4378926040837177,0,0
14967,2.624910968642652,0,1
14302,-8.74646444281111,3,1
16234,2.6409731792617643,0,0
12446,7.515121959019078,0,0
15650,-6.468969061230436,3,1
4577,1.2638672000516529,0,0
29768,2.536644048552729,0,1
20723,1.8209913491273029,0,0
3451,-2.813664813067069,3,1
6842,-8.070492502652982,3,1
8435,5.069070950098368,0,0
28573,-3.2563214143357175,3,1
23053,10.97609443392442,0,1
16073,6.40144581924482,0,0
12902,-8.59929196879482,3,1
18287,5.075523931868906,0,0
17746,1.0675265536590075,0,1
1446,5.863750786505095,0,0
11398,1.660896208806979,0,0
28226,2.482894171042383,0,0
8080,2.763717116199441,0,0
20818,2.6300972080777325,0,0
17078,6.2685378271196015,0,0
27443,12.755204120839146,0,0
13384,-1.7897643135747963,3,1
19300,1.7260946753082065,0,0
7901,3.7800617469338684,0,0
25978,-8.037000277606499,3,1
25641,2.803625456432133,0,0
2550,3.266533489449589,0,0
11818,-8.061971689857794,3,1
17325,5.616604717914559,0,1
14228,-7.36084904569012,3,1
13697,2.8404885386990153,0,0
27508,3.1173519686665245,0,0
29262,0.35990192827989276,0,1
1493,8.54106319736164,0,0
29069,10.553816185291343,0,0
1287,-5.676485610409235,3,1
11040,5.234787402734039,0,1
21513,2.6849499470547586,0,0
20210,5.95378243561909,0,0
8718,2.109802114564004,0,0
23529,11.434527222053333,0,0
1906,2.485457513833496,0,0
8193,-5.7368350250259965,3,1
8909,-2.4710272095004573,3,1
12792,-8.73752451817203,3,1
10056,-7.0247545937353815,3,1
6372,6.999163799944089,0,0
5535,11.182936382430462,0,0
8817,22.03618117048988,0,0
5288,4.85592360928435,0,0
11296,-8.052294085380566,3,1
327,-6.159374863653795,3,1
12558,-7.698874498473813,3,1
24910,-1.0157778979890537,3,1
22864,-1.9125834950183922,3,1
11375,3.7306798970735624,0,0
982,-4.018815439633986,3,1
4504,-7.463641131522006,3,1
5414,1.7087987491857708,0,0
6524,3.833690277206545,0,0
26435,-2.3626337856898383,3,1
15484,0.7274390270639426,0,0
24813,4.52694714817889,0,0
18119,6.708783320873698,0,0
29963,-4.6133371719602305,3,1
15196,-5.192026617918017,3,1
1023,-4.31794598165501,3,1
11450,4.050701930852936,0,0
10391,-5.073813363994415,3,1
19212,-9.540514242282313,3,1
7400,5.484174731426732,0,0
5030,-6.788665360413507,3,1
16003,-3.8264626514367404,3,1
10490,0.5988601079905251,0,1
2274,3.6910659840083864,0,0
4002,3.0609715159427093,0,0
23112,11.0404728435459,0,0
5906,1.8081245040390925,0,0
10759,-2.56834189720238,3,1
7390,18.43576285903808,0,0
9662,-6.996364509404455,3,1
15171,3.5755296110570676,0,1
20196,-0.29645672332525663,3,1
12982,3.4763569981648565,0,1
21468,1.1252331340962578,0,0
18024,-3.048771283791033,3,1
20439,6.787552736511103,0,0
23306,4.078994476445942,0,0
16625,-7.921491591500538,3,1
15639,12.594330749903168,0,0
18014,-7.904222480682327,3,1
9895,3.2017165058944084,0,0
8353,-2.6252677573237815,3,1
3448,12.140293373753872,0,0
13623,4.973846574510413,0,0
11431,6.125943102687449,0,0
12363,1.058226392818139,0,0
13682,1.1763801424014746,0,0
14650,-3.564728504300424,3,1
20349,8.994479534807637,0,0
14916,-8.106971340601667,3,1
5027,11.373410945882393,0,0
7122,-6.549999307476187,3,1
20262,-9.239052043673322,3,1
12873,-4.3539044286709725,3,1
21487,-6.69472712754388,3,1
15797,-0.106340277622472,2,1
828,14.656875219028528,0,0
21546,2.79712867032541,0,1
21675,6.590092684965651,0,0
5881,1.5693779276627162,0,0
18282,-8.068996106312222,3,1
4911,14.763512221150897,0,0
7533,-7.940225336454369,3,1
1585,-7.296926694434605,3,1
29906,9.325956608059132,0,0
2976,-7.758381844459859,3,1
25009,2.3470233491769203,0,0
11300,-2.803773662970051,3,1
26915,-7.752243400540453,3,1
27794,6.088375537599533,0,0
25166,8.239965360369995,0,0
11310,-9.40458025764432,3,1
18387,2.3379952857432516,0,0
25438,7.389210533634638,0,0
8846,-6.924777471868178,3,1
24715,1.614818664115126,0,0
23489,-8.00560957800609,3,1
11155,1.5420625491457138,0,0
16560,8.951448613573254,0,0
10906,1.4062435312672548,0,0
8449,2.574776718911778,0,1
24557,-7.37566340045789,3,1
8376,-7.327850605826932,3,1
23341,-1.8541571457894879,3,1
13772,2.3244672498332664,0,0
24898,-7.79937412598074,3,1
8005,13.177346947784546,0,0
1935,-4.799078603294046,3,1
11218,0.5639414698024716,0,0
28404,-4.057213490692947,3,1
24228,-9.31835827041963,3,1
22574,2.9485978697362363,0,1
632,10.637172535443991,0,0
10336,8.815678434958794,0,1
8047,-6.257452303001999,3,1
4990,-3.0161003108519804,3,1
20612,-1.1937220298488445,3,1
5460,5.662512047050562,0,0
10739,-6.015118560511508,3,1
10890,5.428871361064939,0,1
19142,4.313491261568698,0,0
13390,-7.93984603205203,3,1
8998,3.5073171497598503,0,0
12725,-6.266391726128667,3,1
20228,9.133576455464413,0,0
10750,25.41204800880888,0,0
22926,-8.661116566725408,3,1
18678,2.3746715020523563,0,0
25751,3.4757322774411037,0,0
23138,-3.4744077506681297,3,1
21496,-6.650356374500252,3,1
17876,-6.644149689612525,3,1
25310,-6.895683887204191,3,1
22882,5.387410434143613,0,0
22061,0.6587613176432949,0,1
21899,-4.712861550706107,3,1
28599,9.54069157584745,0,0
8680,5.990081563032309,0,1
3502,-1.8183697337136149,3,1
870,7.044170121651246,0,0
3570,-8.481149915357545,3,1
17231,2.8709754125361444,0,0
14646,2.1955636476859315,0,1
6789,-9.346031560359743,3,1
916,-4.732565477613636,3,1
29539,-3.67741661048443,3,1
23856,-7.257942621201884,3,1
29880,16.843823842980882,0,0
16587,3.2204685254068752,0,0
21073,-5.674792210803785,3,1
21212,-8.102646563613963,3,1
8962,-6.912865866320556,3,1
23080,-2.8702822205438974,3,1
3117,8.268638735738655,0,0
273,-6.7860403159071545,3,1
14243,6.393407811106854,0,0
12821,-2.709122998619577,3,1
158,14.361456438797886,0,0
14354,-1.1201754076427832,3,1
19263,7.499543305649437,0,0
18093,6.742570110775077,0,1
26106,2.5510324037166985,0,0
22713,0.2854053225935199,1,0
1051,-9.09656932310143,3,1
11018,-5.60043966564291,3,1
16895,-1.2849204481895207,3,1
2157,-5.486995021847011,3,1
22748,-8.748038908847791,3,1
1788,1.8936442187149085,0,0
9909,7.595932647598241,0,0
10719,4.983495477985677,0,1
2643,3.9073164059898633,0,0
11333,-4.677036240450878,3,1
17966,0.6741741968876535,0,0
26809,6.665761575508661,0,0
21170,2.630658683887317,0,0
23142,9.516407217953336,0,0
13693,-3.7186149948146197,3,1
25433,1.421369475549483,0,0
29503,-0.27800266728777245,3,1
5187,-2.509032834265348,3,1
19483,-4.823577707586059,3,1
13795,3.5914585411104465,0,0
25942,4.012720167573765,0,0
5986,2.8119828619547675,0,1
13246,-5.140033081351531,3,1
18356,-7.740940757023745,3,1
13636,3.4779776623299496,0,0
19463,-4.023722010119913,3,1
3813,3.708402580051317,0,0
8714,1.1540543177685585,0,1
5022,12.456327965010637,0,0
6747,8.04410446412717,0,1
9607,11.510714428717552,0,0
10055,2.702511061920665,0,0
16406,-7.130565221386045,3,1
26597,-6.830933515201592,3,1
8058,-2.660915150699031,3,1
1438,4.254340735601127,0,0
25656,-7.329759796852737,3,1
29283,-8.86129025957321,3,1
14485,-4.239592580506981,3,1
3037,-6.428927607609973,3,1
19875,3.0681830658225593,0,0
8338,14.651659529605592,0,0
11168,-9.182007466191193,3,1
20304,-5.122570944609108,3,1
5593,1.5204658845200925,0,1
16391,-1.3302194295588823,3,1
12139,-6.659920813885885,3,1
6973,3.661997183366839,0,0
12900,2.3272572860097434,0,1
11062,-7.444822075064504,3,1
6565,-2.6951994263142893,3,1
9474,1.2196623863872418,0,1
24661,-8.364633657672462,3,1
19360,-7.160037812982484,3,1
4975,2.241250995958204,0,1
20855,0.5877260646421055,0,0
16583,-6.195820909949673,3,1
22847,-8.831012017945605,3,1
7377,5.608821849314571,0,0
25589,1.5023349961090933,0,0
10791,5.131271192976891,0,0
21560,-6.459332551241676,3,1
11528,0.3999941123728874,0,1
5364,5.76378883264943,0,0
8258,0.8866296481508997,0,0
11980,3.6173494425468213,0,0
1795,10.323481973872141,0,0
17032,2.0795343270964057,0,0
25177,-5.377552503106212,3,1
25002,4.931138071859113,0,0
20287,10.56677191725992,0,0
21913,6.758100936750349,0,1
17672,-7.85851111776714,3,1
23363,4.2464270136538085,0,0
5,8.600118692892666,0,0
14603,-8.13643101857547,3,1
9030,-5.300221354832229,3,1
25874,7.135342593224252,0,0
25739,-4.479632854206946,3,1
28609,-8.392028277652798,3,1
12077,-7.526554258596903,3,1
14592,-4.752411849578167,3,1
29683,-8.26583268656119,3,1
9465,-7.4879995427524575,3,1
10422,5.939732660593674,0,0
8509,3.7579029858354343,0,0
13873,7.26479522570564,0,0
28938,7.338544578586456,0,0
23860,-9.76907548970049,3,1
11113,6.50006352942885,0,0
4834,-6.21533565231054,3,1
308,7.903471517542429,0,0
21692,1.510108190987669,0,1
24690,3.925146770591647,0,0
15850,-1.0200871010380617,3,1
23101,13.994176578098909,0,0
8674,6.824217416215774,0,1
27885,5.3075211102235755,0,0
19148,-5.629101235776949,3,1
5321,-4.457979466471343,3,1
18955,2.121402597515214,0,1
2281,2.6588972023330815,0,0
14695,-4.163678177962576,3,1
13417,2.750876020881819,0,1
10766,-4.67144981282776,3,1
3260,10.332372336078613,0,0
28280,-2.9484733892884947,3,1
11637,6.2031449285123195,0,0
16086,-7.490369039308366,3,1
25379,-8.142303647090888,3,1
18728,12.874254356237206,0,0
15174,4.557045863201517,0,0
17016,2.1817419279562165,0,0
14602,-5.194155697526878,3,1
4623,-1.8963921749706216,3,1
10524,5.834346036233351,0,0
1720,1.4777887036337471,0,0
16730,3.500772911322557,0,0
5306,3.931874037841853,0,0
2036,-4.275495437822249,3,1
13261,6.186860997294278,0,0
4680,3.446852347213478,0,0
16432,3.4287195116300726,0,0
9129,3.220224178086915,0,0
11321,2.2630033923471986,0,0
8327,4.782887722861039,0,1
22274,5.456991057067631,0,0
16868,-8.050903290103143,3,1
24793,-3.67472261644167,3,1
5543,6.6374608377405355,0,0
6971,5.284365843712053,0,0
11034,3.429383189742127,0,0
18426,-6.815721018317856,3,1
11400,2.669377426051394,0,1
1682,-4.7680582916657155,3,1
646,14.215609369151164,0,0
27767,3.4227670648858393,0,0
21756,-3.435375313657959,3,1
29577,11.77956240827071,0,0
22242,-3.1709326042532577,3,1
9580,2.463395354376197,0,0
25138,1.4364236676016149,0,0
17849,10.40604086000341,0,0
18239,2.700442560835369,0,0
6710,6.038826922056458,0,1
5234,4.032994647247255,0,0
8038,7.581929983672849,0,0
26465,-5.334802981869201,3,1
18247,2.092775228062645,0,0
21798,4.792632603918458,0,0
15446,3.652584408112227,0,0
3083,-6.314810457103652,3,1
26150,-3.9128131274671043,3,1
9735,7.632609814506321,0,0
14935,10.016345350192339,0,0
23480,-4.0484513159684665,3,1
23845,-8.572517753745188,3,1
28362,7.21250692292082,0,0
13763,21.29196096741497,0,0
11599,-8.63263064583952,3,1
6748,4.991417809130965,0,1
5054,-6.358705473142849,3,1
9417,4.492290681211838,0,0
22215,13.864827365039543,0,0
429,-8.708832522708086,3,1
5630,-6.084475341503493,3,1
28361,9.124962132536483,0,0
10685,-3.7818349634913293,3,1
12273,2.151321836668428,0,0
28323,4.506685935434062,0,0
10459,15.079771732337026,0,0
19901,-2.792843517768574,3,1
8568,-4.897285190814706,3,1
21061,-7.730404083521853,3,1
22617,2.947352702927692,0,0
10571,-6.001702762288065,3,1
3228,1.6500555024961976,0,0
5502,-4.296347441680078,3,1
24725,6.451628839819504,0,0
25158,2.365318918933493,0,1
2233,-1.4085321414744474,3,1
2800,4.167992511920321,0,1
19178,-6.128102866377558,3,1
16789,-9.259084698200619,3,1
21494,3.784192019514424,0,0
20645,13.876291168010194,0,0
16559,-8.898486446598728,3,1
13644,21.32216432315377,0,0
27874,-5.716272426511484,3,1
16348,-9.501392003510803,3,1
6156,3.3769289347370233,0,0
8960,-7.228614550389766,3,1
12896,9.200423185664192,0,0
15786,1.3246910340520213,0,1
19420,1.032573682371198,0,0
6389,10.563592420863149,0,0
9829,-5.108135975258771,3,1
14443,3.1588713237091497,0,0
28856,14.728641559053308,0,1
11520,3.2375014769759325,0,0
3327,3.0533984767082627,0,0
14249,0.9003260295714227,0,0
21231,4.39508102776996,0,0
13829,0.6302725074265324,0,0
3219,3.0262166467905995,0,0
29578,3.934677632973294,0,0
9467,-9.242527374651175,3,1
14716,1.2928597287846175,0,0
17093,0.5934268656289632,0,1
20905,5.140298927038488,0,0
21689,2.5521655631957674,0,0
2533,2.0740888680352976,0,0
711,-2.5109006735907453,3,1
10924,-8.192185602445889,3,1
22034,-5.132783127200873,3,1
15583,5.809574215286069,0,0
20087,7.453510692437284,0,0
22792,4.987654328251828,0,0
25132,-2.037973224956029,3,1
24183,7.680895707147949,0,0
27041,6.761496014092566,0,0
17848,6.3748591555578304,0,0
20335,3.3069795111772997,0,1
9005,-5.748798233507852,3,1
19270,5.664813998878557,0,0
7551,-4.627412060986211,3,1
14454,1.285852630191183,0,1
18343,5.054354513324309,0,0
29268,-4.5551410233181455,3,1
8325,4.592051477230744,0,0
26383,1.6990812221246006,0,0
1449,2.9507815437497875,0,0
21648,4.882442391571393,0,0
20649,-3.921210215202591,3,1
28265,13.59838714094996,0,0
5951,10.177651952244677,0,0
15012,-0.9181948815106011,3,1
10958,-7.324105123410405,3,1
14972,7.592319187352709,0,0
1999,-4.556133015143907,3,1
19551,-8.497722111583816,3,1
12680,-1.9325125504469192,3,1
8847,-8.18683261619934,3,1
18573,0.4371173551280636,0,0
27603,-1.5719059872925953,3,1
781,1.9260012135224667,0,1
24763,1.3615209052473713,0,0
20296,5.204067454399169,0,0
24392,6.536271772933935,0,0
25437,-0.4180329070238642,3,1
17264,5.225881738991431,0,0
14220,2.3889569021185655,0,0
27118,4.721270305691361,0,0
19607,-6.527197768600493,3,1
6137,0.6210772431782136,0,0
14807,5.580108173254965,0,0
20716,1.0910904556020948,0,0
14718,5.0242497893796365,0,0
18091,-5.338227155372625,3,1
19737,-7.253732758449545,3,1
6017,-0.3862605251945741,3,1
3587,9.703716566954855,0,0
17447,-6.053795249288762,3,1
13629,-3.8635279201828974,3,1
21095,-8.557848832999849,3,1
6706,0.3846906859488973,1,0
27844,-7.742654040338133,3,1
22571,-7.556227648862989,3,1
11275,4.482841215625839,0,0
27111,-4.220513991728557,3,1
25101,-5.273030919789157,3,1
736,5.1099412570345715,0,0
17740,12.626472733333655,0,0
19666,-7.934875810160648,3,1
1173,7.718858125844735,0,0
21840,-4.215325918413336,3,1
3506,4.463991919704701,0,0
21895,0.09364777201827934,1,1
29958,-8.14203892579101,3,1
15715,10.574509800968434,0,0
22740,-0.06818364651910969,2,1
22339,0.5810187798807505,0,1
11972,5.759865269742227,0,0
23819,3.9737297185629696,0,0
26313,3.4720864507984106,0,0
21443,5.7291015580077245,0,0
28705,4.0827428975217845,0,0
19501,0.4674638007272193,1,0
28619,1.6633917096247899,0,1
5618,5.568207269270949,0,0
1942,-7.491604057967619,3,1
24066,-6.559098129548074,3,1
2558,2.664575648096628,0,0
14787,3.494278186212436,0,0
2517,6.528649131376808,0,0
17111,0.8265899486551651,0,0
28790,4.53136260480378,0,0
7942,7.616968870136185,0,0
13273,2.715093411217525,0,0
20844,-1.4594133684567971,3,1
11330,-2.761350295127336,3,1
975,-0.34252721244171624,3,1
19963,11.103381657448832,0,0
15833,-6.763726110550377,3,1
10424,-7.590010665772705,3,1
13456,0.6202421641181899,0,0
27161,-6.04057505809101,3,1
2801,-8.317113460046992,3,1
14703,2.024564105426527,0,0
26333,-1.648988090638186,3,1
18060,1.0564093975501176,0,0
751,-4.40182860035764,3,1
22613,2.1151938561672234,0,0
6460,3.5684536081563607,0,0
6186,3.43815127476251,0,0
16946,-6.352016706395733,3,1
9578,-4.2660976996567905,3,1
19268,-3.8235934297777536,3,1
15300,-4.970746141962153,3,1
3949,-7.684829264091278,3,1
4222,-4.429440800864461,3,1
16256,4.7433627638446705,0,1
21047,1.679233650753528,0,0
25093,-4.858825079600143,3,1
25516,-7.054912266937997,3,1
995,4.857264047609462,0,1
4796,12.725184650523977,0,0
13617,-8.547804761873623,3,1
2290,3.2595154810896623,0,0
20668,2.0607443126804155,0,0
25339,3.1509710665603086,0,0
9548,5.145038256660204,0,0
8281,-7.058499656921162,3,1
3604,-5.284611517879345,3,1
14644,-7.323206303720812,3,1
21072,-5.965762002258277,3,1
14889,8.445908781002233,0,0
16888,-6.191014574145235,3,1
2783,19.13540902541381,0,0
12919,-9.01326956354888,3,1
24348,2.2384105008312964,0,1
23870,18.11564075300746,0,0
8143,9.33404291171323,0,0
26754,3.589764680666856,0,0
185,-4.918210512289127,3,1
28434,-1.3994760800706239,3,1
12930,6.686282623798518,0,0
1536,6.045993902639529,0,0
21257,8.369675829959196,0,0
557,3.4448421677035723,0,0
21794,12.848189193261673,0,0
20213,11.87952131724494,0,0
19107,-5.905570794610515,3,1
27036,22.773831384208357,0,0
9802,-7.541317212678327,3,1
13561,5.924436709957478,0,0
28956,19.647122029032296,0,0
17200,-5.305501991523469,3,1
15054,3.967430320367798,0,0
10768,-3.8108119244864085,3,1
13318,5.059971093178662,0,0
23786,-1.2430271086010265,3,1
20360,1.5410799494262486,0,0
8216,-7.371533052757836,3,1
15,5.442022624416497,0,0
17306,5.4144630800539275,0,0
24097,7.197597297515674,0,0
11362,-9.154536716538498,3,1
513,-5.619718790627368,3,1
27275,4.168344921970865,0,0
22040,1.212107870653694,0,0
18729,5.503694716495843,0,0
22762,-5.187575331285005,3,1
29164,-8.452798601403359,3,1
2531,8.96192417539702,0,0
520,18.92919720993099,0,0
12376,-7.445930788859554,3,1
8621,5.400137926043792,0,0
29468,10.257033016059768,0,0
12732,6.0981953624672816,0,0
3774,1.156545714191966,0,0
3109,0.7897771168130494,0,0
3183,-6.751781163970534,3,1
13850,-3.6060316777456674,3,1
26307,22.522937305339912,0,0
21201,16.826936546442553,0,0
1566,6.685502640910602,0,0
15097,7.83395634244727,0,0
28505,-2.416413214188019,3,1
29538,2.2086272099302384,0,1
4708,11.096307178299293,0,0
24185,1.1450127153597656,0,0
12461,-7.308257674247988,3,1
486,1.1634776348857052,0,1
18273,5.255437290143856,0,1
26360,-9.357742812762238,3,1
22752,1.1495236174159669,0,0
26552,-2.404899732496144,3,1
341,-6.631182266725046,3,1
589,-4.851364173676979,3,1
11022,-4.785382844371896,3,1
22452,-2.9240383313141383,3,1
5849,1.8418183529244445,0,0
9609,3.6416124212339085,0,1
24846,-0.16263843049303084,3,1
4707,5.3214373047797565,0,0
8740,-4.926848793100046,3,1
13906,1.0546069217935656,0,0
5276,-7.611881077325083,3,1
24667,0.4636785148537193,0,0
12377,2.4348213322448693,0,1
14206,-7.793908789081733,3,1
7667,-8.58365706612246,3,1
17058,4.34300687561222,0,0
17435,-7.820553216814657,3,1
17235,-5.452487230988667,3,1
9275,3.1874203317541445,0,0
18482,-4.790315441447744,3,1
21106,-6.807261463766592,3,1
9970,2.6176494142284845,0,1
1386,-6.677006805823282,3,1
27577,2.9289711968826317,0,0
13058,0.38785191515960793,1,0
3361,-5.154591385575369,3,1
8288,-6.602125934603023,3,1
20257,-7.340947620911978,3,1
10641,-4.949622619281607,3,1
13901,1.472130452699903,0,0
16323,5.08133269230372,0,0
11192,-4.184065148611787,3,1
23451,-6.207124101430281,3,1
15144,1.2710434489407576,0,0
8329,1.482905533080651,0,0
15477,-7.316836484147052,3,1
26096,11.576862443291194,0,0
2051,5.154339113460146,0,0
29870,-8.533321264642057,3,1
19577,0.9700995374714552,0,1
10937,0.7834261855889408,0,0
19130,-4.699753715178183,3,1
7240,-4.606683508673433,3,1
14489,3.3224400105224907,0,0
7609,17.190951694015205,0,0
10470,-0.9868259162585797,3,1
12781,-5.195137790669406,3,1
15139,0.34102058784923805,0,1
7771,-5.683755636656731,3,1
5125,0.8022725899173406,0,0
12183,5.496444290438063,0,0
9843,-4.888927801375501,3,1
8952,12.560936976122843,0,0
17620,-5.16090846509304,3,1
24307,5.295702348467801,0,0
20494,-1.9826254142262254,3,1
26206,-2.590501092110152,3,1
5961,2.952168407765689,0,0
2722,-6.700873866381558,3,1
5289,-9.595188650265088,3,1
1615,6.1206969287468524,0,1
26200,-0.01573462716630658,2,1
27002,4.806312597152199,0,0
24764,-3.112731539542829,3,1
7886,2.986559366704748,0,1
2966,4.298799380221186,0,0
23006,7.799396615051953,0,0
19700,4.288791009058372,0,0
11913,3.0251897932704543,0,0
7644,24.84444126147507,0,0
25571,-3.7301271060738106,3,1
20195,2.7828315613698478,0,0
18858,-7.08617413695047,3,1
20,8.910180282639418,0,0
4913,-8.14040446915321,3,1
13104,-5.557057035656712,3,1
18670,1.8108559408702058,0,0
8896,5.441850154236814,0,0
29650,-6.522182885436144,3,1
25549,29.91745030815872,0,0
18571,2.6833085470948106,0,0
4582,8.609579864072264,0,0
10862,2.5737729403502954,0,0
