,R,Q,A
11760,5.114860836853216,1,0
14385,2.3242546069565,3,1
20860,12.81923793057338,3,1
7314,6.539234891288858,0,0
26443,4.866296115709463,3,1
23060,2.816386630065371,2,0
15987,3.81027615642191,0,0
28223,3.6734809829746418,3,1
26884,4.281120036934137,3,1
22595,8.839743184957483,2,0
28373,17.20431573275602,2,0
11572,16.776038984568444,2,0
13689,8.036709376660472,2,0
10147,5.626857685898157,3,1
16854,13.391040764042401,1,0
22635,6.5880700540012525,3,1
11351,4.217412166242377,3,1
6929,6.777816650279228,2,0
26633,5.43819730948135,3,0
9848,9.404740781044438,2,0
23724,3.45983627078343,3,1
11677,7.4871265567656895,3,1
2874,9.510248143712294,1,0
23350,7.895924387906919,0,0
6474,1.1968149875871004,3,1
21491,4.3686019283901665,3,0
14389,3.1335448552850895,3,1
5051,11.623493763636459,3,1
4959,1.7267690859192624,1,0
21233,1.0375133793985531,1,0
4033,2.100558924241308,3,1
27979,4.747760342409916,3,1
820,5.991596165291512,3,1
19625,6.959419196392385,3,0
23131,9.210921374496014,2,0
1428,4.14525369566063,3,1
8849,10.929019845171787,3,1
7917,2.3243065673927523,3,1
17623,2.1560320887884266,3,1
2060,9.113627690852915,2,0
29607,1.9766865055453207,2,0
8368,5.135815002370785,3,1
20402,12.685460536724321,3,1
3140,5.728437016672228,3,0
6391,9.374576321463987,1,0
13876,15.109102494986931,3,1
3041,0.40707595678805625,3,1
13508,5.339746702827375,0,0
19537,2.0783422272723966,0,0
13084,5.227945786357119,2,0
16408,7.276951617637362,1,0
10870,3.9697633458983033,3,1
446,6.6217803614479855,3,1
19907,10.570402656309003,2,0
16612,15.092456398421948,1,0
5355,3.4140377685285923,3,1
26583,3.330881206607939,3,1
12017,3.281220236360915,1,0
17108,8.76847785649418,3,1
17176,9.5317338072092,2,0
17576,5.901335890800556,2,0
11976,4.555358748998232,3,1
3691,6.569692491623239,1,0
21387,2.8760817066978013,3,1
10519,2.429404663557198,2,0
9826,13.683141692559488,1,0
29533,4.074831773900391,1,0
9268,14.357368170160328,1,0
19780,9.594670395222732,3,1
22397,11.535260971604307,0,0
13786,2.5027033396921965,1,0
26018,1.6012521939669633,2,0
13758,6.107059482928935,3,1
1741,2.7178662098342405,2,0
20440,2.0412083677997956,0,0
19687,2.050560148816668,3,1
27826,4.2807167177222185,0,0
11169,7.9470561358820255,0,0
19428,7.701641807224415,2,0
20588,8.300462287431333,3,1
12788,11.901279099427743,3,1
1977,6.195752567300088,2,0
7596,5.449050005784958,3,0
8875,12.623923532237793,3,1
4530,6.95045221751945,1,0
5991,1.6266943845864725,3,1
25046,3.0996383363541082,3,1
29300,1.4020641650416412,3,1
26558,1.653375964672053,2,0
13849,0.35612559104641095,1,0
15379,2.426370522091462,2,0
12185,3.531250951359903,3,1
962,4.657498516298888,0,0
485,2.9153860639178877,3,1
16571,10.19317685149214,1,0
6202,5.208252241840096,3,1
5997,2.661341171609539,3,0
3824,2.70496797694567,2,0
22276,6.397121246047515,0,0
26760,3.4243588467959087,3,1
20768,4.8129882598502896,1,0
1022,5.303591340532131,2,0
29425,4.536675364169331,3,1
1381,2.579731633081182,3,1
16617,7.995706657392246,3,1
14892,3.7794334570235377,3,1
18468,3.012027311392335,1,0
9238,7.054848531315233,0,0
17321,2.380663412261735,3,1
21188,1.8880403845551048,1,0
28000,4.5121855860182905,3,1
13360,8.768798626712993,2,0
2737,5.989204925205597,3,1
15033,3.6568451275626277,3,1
13578,3.8348973313024315,2,0
21406,2.1224866666446696,3,1
21169,3.228681177074589,2,0
23878,0.9613714290513191,3,1
24302,2.8266342321156417,1,0
26120,1.5530909786461256,3,1
4347,1.398510963011486,3,1
29593,1.2972276778515455,3,1
10718,3.960548812245829,1,0
28468,8.625208806662188,1,0
13364,0.7136641958713157,0,0
22819,0.47168880477498976,2,0
20992,9.191318830172982,0,0
25462,15.35722282875454,3,1
16288,3.679733872635197,2,0
7650,13.751613335077813,1,0
11718,4.496548033554744,3,1
12486,2.275876754334134,2,0
27052,3.23491257340265,3,1
14741,2.449800319025649,1,0
26690,1.013187372152212,3,1
29575,2.90002142674155,3,0
11903,7.390725569808705,3,0
18010,10.76614171927022,3,1
23700,4.724376291968406,2,0
5212,5.205594131716671,3,1
13066,9.049374391674572,3,0
752,3.8048020838257806,3,1
4552,4.673013747920231,1,0
5058,6.675639570474608,3,1
17852,3.2986625461261867,3,1
26074,3.6417592706602555,3,1
5988,2.184993976207442,3,0
2979,5.090376766238462,3,1
9968,4.983549773927001,3,1
10455,11.699559673961948,1,0
18521,2.2599464730177865,2,0
8146,9.937377033394133,3,0
3684,2.934722973432754,2,0
29645,5.574861677167873,3,1
990,12.01731241713912,0,0
4798,1.7036947188309206,3,1
25649,4.1044022608550526,1,0
17653,4.516123690118604,3,1
8272,9.460952272187079,1,0
24545,1.4813338648715073,3,1
6992,6.771949878582432,3,1
498,2.50170139062374,2,0
2190,2.994922831061643,2,0
16845,12.709504091474395,3,1
22930,8.974111759420452,0,0
13875,2.4368631588696887,3,1
988,12.430179016676295,1,0
7817,6.408088126709835,3,1
14820,9.592516919655083,2,0
29082,1.9780255513270915,3,1
8850,11.292477885250648,2,0
15389,7.091635944658501,1,0
4007,2.863695120182989,3,1
21422,2.343554776728611,3,1
27578,4.6295161739085895,2,0
4202,9.035497194791361,2,0
19102,7.070223370206768,3,1
21900,2.024517893534929,3,1
2744,6.294986359979102,3,1
2238,7.002866505060675,3,1
18814,1.1146237791631062,0,0
7513,1.1894484416603515,3,1
11249,1.8366563995625798,1,0
19481,4.744826910354179,0,0
6392,1.2153460445478355,2,0
26081,3.4661440599147633,3,1
473,3.9861297849075408,3,1
9389,0.8112016822295146,3,0
28079,6.454635502897448,2,0
1148,6.669850304109027,3,0
5600,4.884339419342548,2,0
3454,23.754681238670607,1,0
27880,2.407567296664938,3,1
10885,8.539758357812339,3,1
10822,2.7355631640707787,1,0
20989,11.950205405993746,3,1
24748,1.9369456990068223,3,1
10556,1.8475641459652241,1,0
6261,10.023208012368102,1,0
18722,4.1677197504808134,2,0
2124,2.9781759048890484,3,1
5102,2.1868296332273918,3,1
26718,8.431070425757236,2,0
11258,4.444290410595126,2,0
24951,0.7705162719737388,3,1
11942,4.5611970173232255,3,1
29035,4.103880878016723,3,1
760,4.179029541954932,3,1
21363,11.313519991687947,2,0
25066,8.885939156392102,2,0
20040,3.3942869156226503,3,1
4499,0.8025978702055967,1,0
1622,9.178160824059713,3,1
6351,5.836302368821212,2,0
14160,1.3162297817245117,3,1
9935,0.75477100468915,3,1
8627,6.553051902094251,3,1
14808,4.9675450944423485,3,1
2350,10.177944114481193,3,1
20283,3.497560463942963,2,0
14144,14.942814209698629,2,0
21863,3.548654933521381,3,1
15369,6.358636693502371,3,1
20816,4.670556051264187,3,1
9694,3.1740299801354643,1,0
9944,2.24675357820225,2,0
25354,4.783726956672174,2,0
4974,5.128992357135889,3,1
11699,1.5198875888532806,3,1
9352,3.4539771688134024,2,0
15349,2.9788307692645115,3,1
18465,0.991884973018454,3,1
29581,10.16713017744525,3,1
9100,7.066421983449602,2,0
26355,3.02074667298926,3,1
19813,29.785308213525582,3,1
26051,2.2366698688491304,3,1
19267,10.048060601017196,0,0
8037,2.767775824614191,2,0
11992,5.978690135153569,3,1
15782,1.5565930040885312,1,0
26750,17.91128465873215,2,0
494,3.6437351815320773,1,0
20968,3.986929870768323,3,1
7877,16.9696105629263,2,0
14043,1.8237117808732295,3,0
26432,2.686760137596952,1,0
19096,6.590967901215258,3,1
17793,10.063776658843612,3,0
10218,6.346873989800265,3,1
3952,2.5588889707988356,2,0
28208,3.0832297431737334,1,0
9155,4.940027523409839,3,1
20772,0.6502718726818477,3,1
9734,0.6424945176611727,1,0
9334,3.760213392409238,3,0
3944,0.9066128313136372,1,0
14893,3.881970606539681,3,1
2510,6.575248337941844,2,0
563,4.986060400362055,3,1
16048,2.1193587758874615,3,1
17799,4.582355001993718,0,0
19308,2.6230001294032954,0,0
4945,12.397768837396189,2,0
2099,3.5667761470008594,1,0
5488,10.66526565087419,3,1
7356,9.815646634432412,1,0
887,7.032766066494064,1,0
11763,7.810725445499766,3,1
26649,2.3534615931789515,3,1
14504,3.5225040971912236,3,1
16718,8.294636280351662,2,0
21989,2.8062917569792996,2,0
8152,0.7709178499269158,3,1
21243,1.6519452475371323,1,0
11166,6.9817059946224616,3,1
6294,1.4449000919450432,3,1
7074,1.756028403239792,3,1
23940,3.6557008408148377,2,0
23781,5.606024226460541,3,0
29643,3.2697967603715563,2,0
25049,4.431308958170265,2,0
23546,8.209071239697362,2,0
22384,5.19893459433049,3,1
14998,3.8842028877629953,3,1
19175,5.933841955265103,1,0
23831,10.18464413449026,0,0
4921,2.0654948706886938,3,1
8,5.996880792193941,3,1
5960,5.959591486747714,2,0
12559,0.6836449547080089,2,0
478,9.863236328352162,3,1
10148,0.5667669238958932,1,0
28288,17.057895173111426,3,1
14219,20.030407161335898,3,0
21185,5.640271129424825,2,0
10934,4.865816378626804,1,0
11584,5.641583533906823,1,0
16255,2.1166566392008765,2,0
27337,4.844976668733533,3,1
15032,2.374651778394682,3,1
20643,2.5941362909347223,3,1
8049,1.123474330205691,0,0
1077,17.066173332920492,1,0
24497,3.1617310534882264,2,0
15378,6.244768793085543,1,0
29160,0.7532961976610058,3,1
28595,9.036239726522663,0,0
21402,6.706370109456127,3,1
13049,2.3172942706032678,2,0
5020,8.389485459223618,3,1
2514,9.199485196649444,3,1
15860,2.1518931935570533,2,0
22208,6.2629613321923525,2,0
1868,15.77318541313964,2,0
5714,3.943865304045043,3,1
9654,6.848783852644992,3,1
17655,10.419768124080372,3,1
19196,1.648659100729652,3,1
6311,1.5870939606879373,0,0
5727,4.263902072217431,2,0
16806,14.841951463611421,3,1
20510,1.8380368165794576,3,1
17640,2.837840328636545,2,0
8505,4.611127731035943,3,1
22011,7.479952947932825,3,1
25340,4.930046990848321,3,1
2596,7.58603256498318,3,1
29201,2.755579316359548,3,1
17625,9.907719906505454,3,1
28943,0.44964528897254363,1,0
24514,18.972891466695607,3,1
3643,13.125986941385733,3,1
17775,2.0868171271047107,3,1
1941,7.076618448619187,1,0
9759,6.70637385199935,3,1
18243,3.58872338368567,3,0
26234,1.660211129129487,3,0
11651,3.4569987817244314,3,1
5098,25.21178437797556,3,1
182,8.926536697506663,3,1
3981,13.765636230649346,3,1
24130,10.374181998167932,1,0
17196,11.203441356357946,1,0
24854,1.4435905960365987,3,1
17990,0.8814374698956274,3,1
1604,40.83069805354616,3,1
4626,11.005276046802715,2,0
25657,4.860663395601689,2,0
15949,7.327615016221561,1,0
26286,3.870118602129095,3,0
9693,5.2487629264994915,1,0
9525,1.0595840939770833,3,0
23951,9.006259680485035,1,0
10170,6.626785325873106,2,0
10279,4.082248001134188,3,1
16790,2.0256906778591453,3,1
12369,9.764274783651134,2,0
7089,10.140643800510928,2,0
7448,13.47173019542943,2,0
11657,6.948204665057034,2,0
12818,3.758500038213554,0,0
1518,7.5122121475426065,1,0
4955,14.020140156414282,3,1
2658,6.28730448355233,2,0
25661,1.6944788504164978,3,1
24738,3.8142541669376016,2,0
23206,16.518500579191226,2,0
28701,6.225069646605289,2,0
14479,3.9182428216705674,3,1
17171,5.496539222452779,1,0
23203,15.362167794265435,2,0
1365,2.708625962435783,1,0
11486,3.8303012008562103,3,1
20422,4.3952841385535875,3,1
9971,4.4730444992262255,2,0
26962,5.096580607459654,2,0
26665,8.738778180297787,3,1
276,12.382022048318436,1,0
14183,1.7124491084248863,2,0
16525,1.123172232408082,2,0
22749,6.151223812805298,3,1
2992,10.909068957264148,3,1
4212,5.354279428515656,3,1
5138,5.924196208185819,3,1
4954,11.019875927663193,3,1
24354,10.915938586382431,2,0
716,11.477844532791371,1,0
10990,16.332658950296285,3,1
10151,7.470382288914693,3,1
28656,5.975455018183229,3,1
14063,5.598601090394965,3,1
7606,6.262279170778136,3,1
24618,1.8870262681954633,3,1
14091,2.887199327354123,1,0
6384,5.232577875756775,3,1
8616,1.3076208853879385,1,0
1082,6.2904856769779425,2,0
635,16.680031728440106,2,0
14467,7.36700341884119,1,0
18804,2.635709637192668,3,1
28407,5.637703775667921,1,0
5749,0.6182933918202156,1,0
14133,8.534671423770051,3,1
22106,11.882997487702433,3,1
1643,3.218356271682084,3,1
811,6.176220906065951,3,0
1672,10.196215484387546,1,0
3251,14.675615714650945,3,1
12221,0.47780628342669984,3,1
20021,6.817576777862079,3,1
13943,9.395037494142569,3,1
10663,2.6667659193684226,3,1
20269,14.374781077455255,3,1
12106,9.147349173406798,1,0
761,7.403920786845001,2,0
24856,1.210843288768274,2,0
26186,3.8688756226209193,1,0
16665,4.045697608141014,1,0
1192,1.0094936923575943,2,0
20616,2.858110926837236,3,1
20165,13.140915306862958,1,0
2916,2.905411812007587,1,0
5835,3.9432406113183474,3,1
17765,4.7850445694050405,1,0
18012,5.558539250279262,0,0
222,0.4605404858369432,3,1
13611,11.176648869891245,3,1
15473,9.576682471901748,3,1
5876,6.38381309010115,1,0
1930,7.254178937056883,2,0
13098,1.6470558370592676,3,1
12914,0.8273295457519156,3,1
5018,3.8487797410321924,2,0
10887,2.406650049741163,3,1
2265,1.1497286886793745,3,1
4854,6.393653156435441,2,0
3365,5.346493654644446,2,0
27078,2.622595265691201,3,1
11006,10.640977409288936,3,0
342,10.19099154886661,3,0
4670,4.875253557479725,3,1
21520,12.925432738873232,0,0
18864,8.123096109638617,0,0
8872,3.197128740271046,3,1
26178,9.65712837598799,1,0
28357,4.554654723373222,2,0
9801,2.621357132936097,3,1
24914,16.131839921106998,3,1
38,3.3643049025602956,2,0
14858,19.269286369707665,3,1
1595,2.1792794008071064,2,0
11271,6.4944062348829625,2,0
7426,8.728150409481104,3,1
16191,1.8361830133233168,1,0
25570,7.3771765386145915,3,0
17338,1.1729903561431274,3,1
23541,1.6850915420951527,3,1
27071,4.726856707639472,3,1
23428,3.346076416639666,3,1
4358,3.4300227030507586,1,0
7212,2.7095691369003703,3,1
28768,2.0415815789229956,1,0
15656,37.25566952340094,2,0
11883,5.174129224335582,2,0
22049,12.430622651997357,0,0
18681,5.704514085905786,3,1
6108,7.827500092544178,3,1
13481,5.456202427565002,3,1
20430,2.2843776825478854,1,0
3064,14.810387609876706,3,1
7749,8.580732682727911,3,1
27167,10.807042974205286,1,0
9076,6.413486808291934,1,0
1700,5.924171902441595,3,1
14221,12.769697880121369,3,1
17182,4.849344140229651,1,0
16917,7.826333621970381,2,0
17189,3.2107392194774373,3,1
28981,7.128760113752158,3,1
14303,8.139494481225237,2,0
24963,4.157896735435892,3,1
25646,3.1710109101467694,3,1
22565,5.636093819205996,3,1
4981,9.339601488037932,3,1
9342,4.503529098642019,3,1
27398,8.015451282994363,3,1
27589,1.642947832721099,2,0
22837,9.238716187937442,1,0
23967,15.006698176496522,3,0
19301,4.494672771604174,3,1
2880,1.8781563917288875,3,1
14214,5.030816608425454,2,0
11753,2.5356739491128235,3,1
17741,13.233425533808187,3,1
4404,4.906527407704674,3,1
6242,9.87488230900962,3,1
20421,15.97458689614896,3,0
20413,1.967768376994044,1,0
23613,10.120526707409358,3,1
11873,2.5706313206238733,1,0
26539,9.262612025855802,2,0
17243,2.608949752390809,3,1
8138,4.513979762953596,3,1
13963,3.845326785904602,2,0
10597,2.825694207031847,2,0
18379,6.389682621487361,3,1
20249,7.760894905384825,2,0
189,18.27028865950539,1,0
9059,2.059242788055633,3,1
11920,2.033871401524307,3,1
17568,1.5396587349164768,3,1
10188,3.645985882131505,3,1
21904,3.5142496691191876,3,1
25637,23.979413746827962,0,0
29726,1.9811901337466407,2,0
14712,0.246134795231862,1,0
29956,10.341253749105775,3,1
9466,4.720804236649662,0,0
3970,6.9539362997051715,0,0
27196,2.601736470385146,3,1
28458,15.3943864518357,2,0
17261,10.23503861254531,3,1
20187,2.2317827658877003,2,0
12985,2.997172532483919,3,1
9399,3.4826023914254103,3,1
18612,9.152067893744139,2,0
28971,4.210085520822353,3,1
2459,11.16070105680872,2,0
24930,11.506291794255255,2,0
19319,0.8063385704748861,2,0
17654,3.7828378973235544,1,0
20634,5.940940568960472,2,0
12865,2.303673697370025,3,1
2251,3.6417113975947437,3,1
27476,3.918598190232595,3,0
19758,1.626637938363364,1,0
9134,2.9943434688362274,2,0
25345,2.17406810294938,2,0
12146,7.082251394253082,2,0
2954,3.8293779995331896,3,1
27693,4.54431825741463,0,0
9988,11.570615139262955,3,1
2217,5.809633101742982,3,1
15071,16.54279913847461,0,0
16423,6.404328066809224,1,0
20004,6.726856906843768,3,1
15809,2.7827252014443076,3,0
20718,4.252701422361347,2,0
23281,4.823037373519467,3,1
25741,5.796489105280195,3,1
6004,15.156502650373945,3,1
18415,4.577998270853692,3,1
29878,3.3017353949360655,2,0
23248,4.908596406938326,1,0
8247,0.5002871250539578,0,0
14345,5.592484564597266,3,0
14477,5.197938099909207,3,0
26282,12.66815167553612,3,1
6761,2.0578551499034026,0,0
28428,7.4775816351055,2,0
18872,2.3514337325368757,3,1
6125,1.7507996755552286,2,0
138,8.120937865047669,3,1
21919,7.543526200208429,1,0
17385,2.20781444560696,3,1
26547,6.077716984775972,3,1
24156,1.81766837396207,3,1
29999,9.871409855566922,2,0
27278,5.449748243721484,1,0
4450,2.5100185458052398,3,1
4849,7.180646045043473,3,1
10631,6.002388174897655,1,0
6485,6.9601300429003246,3,1
13526,2.8125675589756844,3,0
6683,7.431795566020468,1,0
4418,2.646127623871824,3,1
7998,6.395656222912917,3,1
22373,15.285845444519513,2,0
4242,6.928585686819568,0,0
29384,3.6888826801542347,3,1
26954,7.589455067022444,3,1
23065,2.6799390543688553,3,1
14693,5.718175915054528,2,0
13355,6.217095999027471,3,1
28369,11.533464953770547,3,1
28826,1.3434939213667376,3,1
22772,0.9910400798062535,0,0
15470,7.797704866979096,2,0
2379,5.173776099243891,3,1
15872,5.250050976668533,3,1
23296,4.804143667938929,2,0
8755,10.792345307930622,2,0
16933,4.799317570234574,3,1
9518,3.9034992285503622,1,0
9044,9.552861073940422,1,0
27010,4.97883413888453,2,0
8226,8.145081937556343,3,0
29699,5.721422810836751,3,1
249,10.321572744769494,3,1
11048,3.91037849829222,0,0
23928,2.6737658007400285,3,1
11650,3.103699835017238,3,1
19966,15.599700997164499,3,1
10610,5.564367704217164,1,0
14415,7.899759633437581,2,0
20638,4.923254613013043,3,1
8730,1.536718236041973,3,1
22956,10.137569351304029,3,1
18881,3.3942037876940963,1,0
16304,5.100910991719731,2,0
4265,4.475154995655281,0,0
11019,11.188322567659409,1,0
5229,6.115207867247831,3,1
8265,0.4348549692833208,3,1
17467,6.69438442711333,2,0
14845,5.233940755707218,3,0
28993,13.80488467848,3,1
22142,4.364452645560659,0,0
7574,5.332478812947716,0,0
12913,7.267916824116083,1,0
9248,21.744752860197952,1,0
24160,4.721284144204876,2,0
29223,0.7437379671182253,3,1
8290,6.52204409794758,1,0
8020,10.136045007280824,0,0
15498,5.455161080731944,3,0
13735,3.873367695242033,2,0
15208,5.8384490780880425,0,0
5954,3.2507220976994935,0,0
23393,10.236311456946964,1,0
6441,5.257934205765114,3,1
431,10.291570952452322,3,1
23200,6.330453617876308,3,0
17587,5.079201534518347,1,0
22604,8.497198725180473,3,1
8232,2.1279765287274746,3,1
28658,2.291879438314642,3,1
4714,10.992240514748012,3,1
1919,1.914495374112442,3,0
16400,13.836497284959547,2,0
10557,8.323666900827373,3,1
17014,1.9335687375059953,1,0
5937,13.012267297486433,3,1
16780,7.075636677312485,3,1
20925,2.5721652035872644,3,1
11134,2.933078659194754,1,0
15333,8.452187082891594,2,0
7075,5.495411557208124,1,0
1484,7.609903332958044,3,1
24717,6.098679257631966,0,0
408,3.1725481736122876,3,1
10250,0.7039902799335866,1,0
26472,6.430905952126352,3,1
23463,1.5919536075044887,2,0
21888,6.971209090437632,2,0
22461,19.682303950473724,1,0
14315,9.49097102449568,1,0
1115,2.5160749867144268,3,1
13635,4.152021964944238,2,0
6133,10.099251579202157,2,0
22807,2.882878708406915,2,0
16698,7.150297222480666,3,0
10013,3.260581078422221,0,0
17487,2.8291980913865054,1,0
10067,11.003440560839799,2,0
17438,7.744494926076955,1,0
22668,6.01609100469916,3,1
21023,1.2455879899849127,0,0
21476,7.865860160255317,2,0
19048,2.450009121131014,2,0
5156,12.717454005117583,0,0
11811,2.577515111364545,0,0
15434,4.5075744671535425,1,0
21977,15.739265155007779,3,1
10594,7.016774863668175,3,1
25107,6.624186573921621,3,1
783,7.001414648771529,1,0
19845,5.426623172358953,3,0
3973,5.256091179185467,3,1
16404,2.9272235544562903,3,1
24027,11.498522076307385,3,1
29882,2.8407097862245396,3,1
2208,14.447452408254485,3,1
28384,6.082332943010579,3,1
23360,3.1270992766212284,3,1
4848,11.154858171662562,0,0
26208,6.486024195541569,2,0
24008,0.5140193567463482,1,0
9884,2.538465930833039,1,0
22975,0.5008322484854961,1,0
7816,9.406876620640773,3,1
3255,1.0496715271358894,3,1
29411,15.387978697448656,3,1
12971,3.426005203728698,3,1
9974,0.7881003070066009,2,0
10078,15.369113370314203,3,1
28418,4.875680186973437,2,0
29267,20.047571264512356,0,0
4013,4.175451977255861,3,1
20251,6.815809278229387,2,0
19710,4.431273954857886,0,0
18310,2.943109419619617,2,0
2644,0.4875886853321375,3,1
11188,7.715485286788622,3,1
7509,2.1235310152178295,3,1
28955,6.873908379508185,2,0
13626,7.237767384351685,0,0
10539,2.107124567212662,3,1
13406,11.014117820947805,3,1
14008,2.4509108337518666,2,0
4809,4.150081967088103,3,1
1259,5.810780948328736,0,0
27596,1.3617255609998433,2,0
5396,2.0144804656706414,3,0
5987,4.525312605874477,0,0
4759,14.241536860983961,3,1
23473,2.443418705903531,3,1
27263,2.0525017510083536,2,0
24442,19.67933607605932,1,0
18164,4.897884288431007,3,1
24391,6.3316461445505485,3,1
12319,2.8158939926148188,3,0
11578,7.7368704556838495,3,0
11958,2.9973992477727585,1,0
22661,11.431865243936766,3,1
13053,1.103891933447118,3,1
15893,3.120212138401387,3,1
2858,2.581066664670272,3,1
8084,2.4604010476509974,3,1
12457,8.274488336143778,3,1
21080,3.877409211769898,3,1
27267,1.08595350743787,2,0
22165,1.0451366681431438,0,0
6809,4.805821356285804,3,0
8796,3.2076178112737725,3,1
3220,0.9145780091040945,0,0
11833,10.002733218235516,1,0
23116,2.759526847824065,3,0
15385,5.093716101410166,2,0
29058,1.5242713100141168,3,1
16269,6.791116928577327,1,0
5177,7.894622628409203,3,1
24166,1.2980973715164588,2,0
8818,3.851286359198138,3,0
11264,15.1024917181115,3,1
1690,1.3469004283861374,3,0
145,7.221902909777327,1,0
6906,16.608855270049,3,1
1382,3.1593026924986987,3,1
12152,13.022270378103947,1,0
9925,7.543494138799672,2,0
16322,7.85216707376874,3,1
19155,6.645714213021565,2,0
14960,13.96144343311412,3,1
13590,9.678166876112506,2,0
2840,7.096541214809472,1,0
5153,8.490012896504753,3,1
2078,6.152968778650287,3,1
25190,4.405602431582566,2,0
2950,3.7722891322627916,3,1
27439,10.560251561727583,1,0
25479,5.892863942319807,3,1
5559,17.764938418626112,2,0
19841,6.095505398224365,3,1
28499,8.655514453668916,0,0
21917,9.599633135462579,3,1
29785,9.212743487748332,1,0
24953,5.961197402265474,2,0
18406,3.3699269013028745,3,1
18747,5.508051311478221,2,0
1111,6.4884049855906865,3,1
29812,1.3497936277586984,1,0
10104,11.073987560965849,1,0
17220,5.1150908436469935,3,1
18599,2.2817475468603505,3,1
9219,11.296787988598378,1,0
18433,3.2925861734695516,1,0
29409,7.367093869907423,2,0
23664,3.4193810229861077,3,1
28227,2.5923168731182087,2,0
5831,4.071172298551977,2,0
18177,2.390225348081397,3,1
20892,3.179690326497159,3,1
2484,4.2159000708927845,1,0
17225,3.579993406756465,3,1
8053,14.028737832737999,3,1
8748,11.360785871713375,3,1
392,3.2312433011911494,3,0
11717,1.9406286995317301,2,0
6657,2.4141772063434477,0,0
13907,1.0264340279798767,3,1
9921,5.544781549777573,3,1
8422,5.69211826244994,3,0
677,1.4086386154066584,1,0
8101,0.8370934507290898,3,1
22281,6.882634473246224,3,1
17210,7.048601362223744,2,0
21018,5.639450069436421,3,0
8647,7.452316185319665,2,0
9138,5.424101620176925,0,0
21538,7.986819301303445,2,0
12093,5.899518873744467,1,0
10333,7.090264471215634,3,1
27426,4.556940122620577,3,1
1927,8.042681985582883,2,0
8013,1.6590212565905982,1,0
9375,2.869517529026936,2,0
21302,16.55708868823083,2,0
26696,7.866264212925575,3,1
10426,2.0549765631582426,2,0
8383,3.996527608657588,2,0
7602,2.198912958043638,3,1
23524,2.8862164337619296,3,1
108,7.835738507541167,3,1
13760,6.185837226713114,0,0
12696,8.056561642347567,3,1
13925,8.507640760652345,0,0
11356,1.609420442520942,3,1
13852,11.276981727720251,2,0
24031,5.410990920091744,3,1
29809,2.397595593013085,3,1
2604,21.12701639487797,1,0
24850,4.514559718696409,1,0
27584,15.431765184754768,1,0
1745,3.6842797966036067,3,1
27113,3.114731667697032,3,1
24091,11.181624244320309,3,1
25456,7.442785655280232,3,1
20060,3.202635739031608,3,1
9250,2.096935578096648,3,1
22351,1.230024376596531,3,1
25409,1.0046973316178447,0,0
26016,3.8134631647896664,3,1
11314,5.516452014400093,3,1
21782,5.143199108614328,3,1
24070,4.901191301087241,3,1
7860,10.31290333476043,3,0
233,4.56937913193362,2,0
11737,5.602017682448276,0,0
19299,4.065012006390955,3,0
27452,3.4846809836516677,3,1
22166,6.006601963977587,2,0
19342,17.510975164775907,0,0
22920,2.20784288822269,3,1
12343,2.750475841391168,3,1
10431,14.859765362097042,1,0
10607,4.9175051980596605,3,1
6797,4.8846481863769,2,0
4606,3.494642461038849,3,1
2457,1.0767700285994084,2,0
22723,3.666379143344874,3,1
11167,4.8403058855962815,3,1
5530,10.555166413535535,1,0
24887,2.035648115386252,1,0
24621,16.870052978315005,1,0
14140,3.0828318448549465,3,1
9456,6.0041314354164275,1,0
969,6.561661949570757,2,0
10184,7.250106164615534,1,0
15642,8.098618925905315,3,0
23055,4.101742432235449,3,1
7414,7.83282936118133,2,0
5799,1.9658030875736028,3,1
5032,8.76183296622736,3,1
13662,8.547920534180992,2,0
11220,6.348823623852342,3,1
25421,10.381685730250204,3,1
1778,0.9370313213667956,3,1
24111,4.363336742419613,3,1
22405,9.256297234631479,3,0
7585,4.731394602091986,3,1
23446,2.9769809682288244,3,1
3385,5.136024219106811,3,1
14686,11.177554833734902,3,0
6074,3.7987296820348173,3,1
8739,6.073790042839481,2,0
7164,1.6539414299131106,3,0
7188,3.911029955415108,1,0
25287,0.27562126757937433,3,1
1004,3.8955042214526436,3,1
24840,6.884211641897833,2,0
2198,12.351482982225242,3,1
13266,14.135376510367582,2,0
4339,5.568691824873671,3,1
17854,16.812871485465728,3,1
24344,12.032996247014164,3,1
12511,18.87998349783507,3,1
1466,10.404165257001715,1,0
1057,5.024914612370242,3,1
9259,3.874689902988765,3,1
606,11.0560650325405,2,0
22835,6.603648718292134,3,1
10847,11.007469722559387,3,1
471,13.005485777058576,3,1
3592,1.6250245914230357,2,0
4431,4.256572846540916,3,1
9228,17.745800052415305,1,0
10579,1.7682373611607236,3,1
4463,10.930161988497463,3,1
10061,2.518409051453432,2,0
12643,4.61221602107447,3,0
91,6.240671011710868,2,0
9350,3.9872105367134423,2,0
22234,2.6716410805324937,1,0
22365,9.239751856593529,3,1
9643,14.549395737498742,3,1
28304,2.781182529365997,2,0
23288,12.010784826935831,3,1
12907,5.876977052922693,2,0
4788,4.608616718545445,3,0
24596,7.5074789643488735,3,1
12763,1.4973919496343326,3,1
15519,6.969973376514204,3,1
29803,3.6374291462192136,3,1
27787,7.449168081222849,3,1
7838,1.2292125957328959,0,0
